PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"1450101","Monocular enucleation reduces immunoreactivity to the calcium-binding protein calbindin 28 kD in the rhesus monkey lateral geniculate nucleus","Mize RR, Luo Q, Tigges M.","Vis Neurosci. 1992 Nov;9(5):471-82. doi: 10.1017/s0952523800011275.","Mize RR","Vis Neurosci","1992","1992/11/01","","","10.1017/s0952523800011275"
"107473","A note on the problem of olfactory associations of the orbitofrontal cortex in the monkey","Potter H, Nauta WJ.","Neuroscience. 1979;4(3):361-7. doi: 10.1016/0306-4522(79)90099-x.","Potter H","Neuroscience","1979","1979/01/01","","","10.1016/0306-4522(79)90099-x"
"19576932","A Bayesian statistical analysis of behavioral facilitation associated with deep brain stimulation","Smith AC, Shah SA, Hudson AE, Purpura KP, Victor JD, Brown EN, Schiff ND.","J Neurosci Methods. 2009 Oct 15;183(2):267-76. doi: 10.1016/j.jneumeth.2009.06.028. Epub 2009 Jul 2.","Smith AC","J Neurosci Methods","2009","2009/07/07","PMC2743761","NIHMS129753","10.1016/j.jneumeth.2009.06.028"
"3716212","Higher order color mechanisms","Krauskopf J, Williams DR, Mandler MB, Brown AM.","Vision Res. 1986;26(1):23-32. doi: 10.1016/0042-6989(86)90068-4.","Krauskopf J","Vision Res","1986","1986/01/01","","","10.1016/0042-6989(86)90068-4"
"1756829","The neurophysiological correlates of colour and brightness contrast in lateral geniculate neurons. II. Adaptation and surround effects","Creutzfeldt OD, Kastner S, Pei X, Valberg A.","Exp Brain Res. 1991;87(1):22-45. doi: 10.1007/BF00228504.","Creutzfeldt OD","Exp Brain Res","1991","1991/01/01","","","10.1007/BF00228504"
"7217358","The genesis of efferent connections from the visual cortex of the fetal rhesus monkey","Shatz CJ, Rakic P.","J Comp Neurol. 1981 Feb 20;196(2):287-307. doi: 10.1002/cne.901960208.","Shatz CJ","J Comp Neurol","1981","1981/02/20","","","10.1002/cne.901960208"
"9456504","Temporal-chromatic interactions in LGN P-cells","Lankheet MJ, Lennie P, Krauskopf J.","Vis Neurosci. 1998 Jan-Feb;15(1):47-54. doi: 10.1017/s0952523898151015.","Lankheet MJ","Vis Neurosci","1998","1998/02/11","","","10.1017/s0952523898151015"
"9159172","Early divergence of magnocellular and parvocellular functional subsystems in the embryonic primate visual system","Meissirel C, Wikler KC, Chalupa LM, Rakic P.","Proc Natl Acad Sci U S A. 1997 May 27;94(11):5900-5. doi: 10.1073/pnas.94.11.5900.","Meissirel C","Proc Natl Acad Sci U S A","1997","1997/05/27","PMC20878","","10.1073/pnas.94.11.5900"
"22001773","External pallidal stimulation improves parkinsonian motor signs and modulates neuronal activity throughout the basal ganglia thalamic network","Vitek JL, Zhang J, Hashimoto T, Russo GS, Baker KB.","Exp Neurol. 2012 Jan;233(1):581-6. doi: 10.1016/j.expneurol.2011.09.031. Epub 2011 Oct 1.","Vitek JL","Exp Neurol","2012","2011/10/18","PMC3536483","NIHMS329542","10.1016/j.expneurol.2011.09.031"
"16151777","Correlates of motor planning and postsaccadic fixation in the macaque monkey lateral geniculate nucleus","Royal DW, Sáry G, Schall JD, Casagrande VA.","Exp Brain Res. 2006 Jan;168(1-2):62-75. doi: 10.1007/s00221-005-0093-z. Epub 2005 Sep 7.","Royal DW","Exp Brain Res","2006","2005/09/10","","","10.1007/s00221-005-0093-z"
"17123820","Synthesis of 11C-labelled (R)-OHDMI and CFMME and their evaluation as candidate radioligands for imaging central norepinephrine transporters with PET","Schou M, Pike VW, Sóvágó J, Gulyás B, Gallagher PT, Dobson DR, Walter MW, Rudyk H, Farde L, Halldin C.","Bioorg Med Chem. 2007 Jan 15;15(2):616-25. doi: 10.1016/j.bmc.2006.10.065. Epub 2006 Nov 2.","Schou M","Bioorg Med Chem","2007","2006/11/25","","","10.1016/j.bmc.2006.10.065"
"4215138","Studies of monkeys asphyxiated at birth: implications for minimal cerebral dysfunction","Sechzer JA, Faro MD, Windle WF.","Semin Psychiatry. 1973 Feb;5(1):19-34.","Sechzer JA","Semin Psychiatry","1973","1973/02/01","","",""
"3371444","Serotonin-immunoreactivity in the monkey lateral geniculate nucleus","Pasik P, Pasik T, Holstein GR.","Exp Brain Res. 1988;69(3):662-6. doi: 10.1007/BF00247318.","Pasik P","Exp Brain Res","1988","1988/01/01","","","10.1007/BF00247318"
"3423143","An autoradiographic study of the retinal projections in the Formosan monkey","Chen ST, Lin CN, Shen CL.","Proc Natl Sci Counc Repub China B. 1987 Jul;11(3):272-82.","Chen ST","Proc Natl Sci Counc Repub China B","1987","1987/07/01","","",""
"115905","Commissural columns in the sensory-motor cortex of monkeys","Jones EG, Coulter JD, Wise SP.","J Comp Neurol. 1979 Nov 1;188(1):113-35. doi: 10.1002/cne.901880110.","Jones EG","J Comp Neurol","1979","1979/11/01","","","10.1002/cne.901880110"
"7126324","Equivalence of parieto-preoccipital subareas for visuospatial ability in monkeys","Mishkin M, Lewis ME, Ungerleider LG.","Behav Brain Res. 1982 Sep;6(1):41-55. doi: 10.1016/0166-4328(82)90080-8.","Mishkin M","Behav Brain Res","1982","1982/09/01","","","10.1016/0166-4328(82)90080-8"
"33035722","Coherence between the hippocampus and anterior thalamic nucleus as a tool to improve the effect of neurostimulation in temporal lobe epilepsy: An experimental study","Sherdil A, Chabardès S, David O, Piallat B.","Brain Stimul. 2020 Nov-Dec;13(6):1678-1686. doi: 10.1016/j.brs.2020.09.026. Epub 2020 Oct 6.","Sherdil A","Brain Stimul","2020","2020/10/09","","","10.1016/j.brs.2020.09.026"
"6529623","Single unit activity in the auditory cortex and the medial geniculate body of the rhesus monkey: behavioral modulation","Gilat E, Perlman I.","Brain Res. 1984 Dec 24;324(2):323-33. doi: 10.1016/0006-8993(84)90043-x.","Gilat E","Brain Res","1984","1984/12/24","","","10.1016/0006-8993(84)90043-x"
"7688878","Thalamotomy for the alleviation of levodopa-induced dyskinesia: experimental studies in the 1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine-treated parkinsonian monkey","Page RD, Sambrook MA, Crossman AR.","Neuroscience. 1993 Jul;55(1):147-65. doi: 10.1016/0306-4522(93)90462-o.","Page RD","Neuroscience","1993","1993/07/01","","","10.1016/0306-4522(93)90462-o"
"108077","Kindling as a model of epilepsy","Wada JA.","Electroencephalogr Clin Neurophysiol Suppl. 1978;(34):309-16.","Wada JA","Electroencephalogr Clin Neurophysiol Suppl","1978","1978/01/01","","",""
"4633399","Effect of subcortical aluminum cream lesions on attentive behavior and the electroencephalogram in monkeys","Mirsky AF, Oshima HI.","Exp Neurol. 1973 Apr;39(1):1-18. doi: 10.1016/0014-4886(73)90037-x.","Mirsky AF","Exp Neurol","1973","1973/04/01","","","10.1016/0014-4886(73)90037-x"
"9335473","Organization of the zona incerta in the macaque: an electron microscopic study","Ma TP, Johnson JC, Hoskins GA.","Anat Rec. 1997 Oct;249(2):259-75. doi: 10.1002/(SICI)1097-0185(199710)249:2<259::AID-AR14>3.0.CO;2-N.","Ma TP","Anat Rec","1997","1997/10/23","","","10.1002/(SICI)1097-0185(199710)249:2<259::AID-AR14>3.0.CO;2-N"
"28334353","Suppression of V1 Feedback Produces a Shift in the Topographic Representation of Receptive Fields of LGN Cells by Unmasking Latent Retinal Drives","Aguila J, Cudeiro FJ, Rivadulla C.","Cereb Cortex. 2017 Jun 1;27(6):3331-3345. doi: 10.1093/cercor/bhx071.","Aguila J","Cereb Cortex","2017","2017/03/24","","","10.1093/cercor/bhx071"
"821322","Anatomy of the basal ganglia and related nuclei: a review","Carpenter MB.","Adv Neurol. 1976;14:7-48.","Carpenter MB","Adv Neurol","1976","1976/01/01","","",""
"25337714","Investigation of cross-species translatability of pharmacological MRI in awake nonhuman primate - a buprenorphine challenge study","Seah S, Asad AB, Baumgartner R, Feng D, Williams DS, Manigbas E, Beaver JD, Reese T, Henry B, Evelhoch JL, Chin CL.","PLoS One. 2014 Oct 22;9(10):e110432. doi: 10.1371/journal.pone.0110432. eCollection 2014.","Seah S","PLoS One","2014","2014/10/23","PMC4206294","","10.1371/journal.pone.0110432"
"6747675","Activity of trigeminothalamic neurons in medullary dorsal horn of awake monkeys trained in a thermal discrimination task","Bushnell MC, Duncan GH, Dubner R, He LF.","J Neurophysiol. 1984 Jul;52(1):170-87. doi: 10.1152/jn.1984.52.1.170.","Bushnell MC","J Neurophysiol","1984","1984/07/01","","","10.1152/jn.1984.52.1.170"
"4204131","Effects of cooling prefrontal cortex on cell firing in the nucleus medialis dorsalis","Alexander GE, Fuster JM.","Brain Res. 1973 Oct 26;61:93-105. doi: 10.1016/0006-8993(73)90518-0.","Alexander GE","Brain Res","1973","1973/10/26","","","10.1016/0006-8993(73)90518-0"
"6272944","Inhibition of primate spinothalamic tract neurons by stimulation in ipsilateral or contralateral ventral posterior lateral (VPLc) thalamic nucleus","Gerhart KD, Yezierski RP, Wilcox TK, Grossman AE, Willis WD.","Brain Res. 1981 Dec 21;229(2):514-9. doi: 10.1016/0006-8993(81)91014-3.","Gerhart KD","Brain Res","1981","1981/12/21","","","10.1016/0006-8993(81)91014-3"
"4624724","Regional localization of histamine and histidine in the brain of the rhesus monkey","Taylor KM, Gfeller E, Snyder SH.","Brain Res. 1972 Jun 8;41(1):171-9. doi: 10.1016/0006-8993(72)90624-5.","Taylor KM","Brain Res","1972","1972/06/08","","","10.1016/0006-8993(72)90624-5"
"6478263","Phencyclidine (PCP): effects on auditory evoked potentials in the rhesus monkey","Matsuzaki M, Dowling KC.","Brain Res Bull. 1984 Jul;13(1):155-61. doi: 10.1016/0361-9230(84)90017-0.","Matsuzaki M","Brain Res Bull","1984","1984/07/01","","","10.1016/0361-9230(84)90017-0"
"7115799","Reconstruction of cone-system contributions to responses of colour-opponent neurones in monkey lateral geniculate","Gielen CC, van Gisbergen JA, Vendrik AJ.","Biol Cybern. 1982;44(3):211-21. doi: 10.1007/BF00344277.","Gielen CC","Biol Cybern","1982","1982/01/01","","","10.1007/BF00344277"
"2720429","The geniculohypothalamic tract in monkey and man","Moore RY.","Brain Res. 1989 May 1;486(1):190-4. doi: 10.1016/0006-8993(89)91294-8.","Moore RY","Brain Res","1989","1989/05/01","","","10.1016/0006-8993(89)91294-8"
"4203199","Mesencephalic control of lateral geniculate nucleus in primates. I. Electrophysiology","Doty RW, Wilson PD, Bartlett JR, Pecci-Saavedra J.","Exp Brain Res. 1973 Sep 29;18(2):189-203. doi: 10.1007/BF00234723.","Doty RW","Exp Brain Res","1973","1973/09/29","","","10.1007/BF00234723"
"2321355","Coding of image contrast in central visual pathways of the macaque monkey","Sclar G, Maunsell JH, Lennie P.","Vision Res. 1990;30(1):1-10. doi: 10.1016/0042-6989(90)90123-3.","Sclar G","Vision Res","1990","1990/01/01","","","10.1016/0042-6989(90)90123-3"
"24044878","Spatial sensitivity, responsivity, and surround suppression of LGN cell responses in the macaque","Seim T, Valberg A.","Vis Neurosci. 2013 Jul;30(4):153-67. doi: 10.1017/S0952523813000370.","Seim T","Vis Neurosci","2013","2013/09/19","","","10.1017/S0952523813000370"
"4203201","Mesencephalic control of lateral geniculate nucleus in primates. 3. Modifications with state of alertness","Bartlett JR, Doty RW, Pecci-Saavedra J, Wilson PD.","Exp Brain Res. 1973 Sep 29;18(2):214-24. doi: 10.1007/BF00234725.","Bartlett JR","Exp Brain Res","1973","1973/09/29","","","10.1007/BF00234725"
"10379824","Organization of projections from the anterior pole of the nucleus reticularis thalami (NRT) to subdivisions of the motor thalamus: light and electron microscopic studies in the rhesus monkey","Ilinsky IA, Ambardekar AV, Kultas-Ilinsky K.","J Comp Neurol. 1999 Jul 5;409(3):369-84.","Ilinsky IA","J Comp Neurol","1999","1999/06/24","","",""
"1711175","The topography of magnocellular projecting ganglion cells (M-ganglion cells) in the primate retina","Silveira LC, Perry VH.","Neuroscience. 1991;40(1):217-37. doi: 10.1016/0306-4522(91)90186-r.","Silveira LC","Neuroscience","1991","1991/01/01","","","10.1016/0306-4522(91)90186-r"
"34389710","A direct interareal feedback-to-feedforward circuit in primate visual cortex","Siu C, Balsor J, Merlin S, Federer F, Angelucci A.","Nat Commun. 2021 Aug 13;12(1):4911. doi: 10.1038/s41467-021-24928-6.","Siu C","Nat Commun","2021","2021/08/14","PMC8363744","","10.1038/s41467-021-24928-6"
"4198369","Retrograde transneuronal degeneration of optic fibers and their terminals in lateral geniculate nucleus of rhesus monkey","Horoupian DS, Ghetti B, Wiśniewski HM.","Brain Res. 1973 Jan 30;49(2):257-75. doi: 10.1016/0006-8993(73)90422-8.","Horoupian DS","Brain Res","1973","1973/01/30","","","10.1016/0006-8993(73)90422-8"
"2474002","Retinogeniculate projection fibers in the monkey optic nerve: a demonstration of the fiber pathways by retrograde axonal transport of WGA-HRP","Naito J.","J Comp Neurol. 1989 Jun 8;284(2):174-86. doi: 10.1002/cne.902840203.","Naito J","J Comp Neurol","1989","1989/06/08","","","10.1002/cne.902840203"
"22496579","Pathways for emotions and attention converge on the thalamic reticular nucleus in primates","Zikopoulos B, Barbas H.","J Neurosci. 2012 Apr 11;32(15):5338-50. doi: 10.1523/JNEUROSCI.4793-11.2012.","Zikopoulos B","J Neurosci","2012","2012/04/13","PMC3342673","NIHMS370498","10.1523/JNEUROSCI.4793-11.2012"
"2286229","Orbital position and eye movement influences on visual responses in the pulvinar nuclei of the behaving macaque","Robinson DL, McClurkin JW, Kertzman C.","Exp Brain Res. 1990;82(2):235-46. doi: 10.1007/BF00231243.","Robinson DL","Exp Brain Res","1990","1990/01/01","","","10.1007/BF00231243"
"9092612","Response variability of neurons in primary visual cortex (V1) of alert monkeys","Gur M, Beylin A, Snodderly DM.","J Neurosci. 1997 Apr 15;17(8):2914-20. doi: 10.1523/JNEUROSCI.17-08-02914.1997.","Gur M","J Neurosci","1997","1997/04/15","PMC6573112","","10.1523/JNEUROSCI.17-08-02914.1997"
"27469163","Neural mechanisms of transient neocortical beta rhythms: Converging evidence from humans, computational modeling, monkeys, and mice","Sherman MA, Lee S, Law R, Haegens S, Thorn CA, Hämäläinen MS, Moore CI, Jones SR.","Proc Natl Acad Sci U S A. 2016 Aug 16;113(33):E4885-94. doi: 10.1073/pnas.1604135113. Epub 2016 Jul 28.","Sherman MA","Proc Natl Acad Sci U S A","2016","2016/07/30","PMC4995995","","10.1073/pnas.1604135113"
"4018198","Evidence for spatial structure in the cortical input to the monkey lateral geniculate nucleus","Marrocco RT, McClurkin JW.","Exp Brain Res. 1985;59(1):50-6. doi: 10.1007/BF00237664.","Marrocco RT","Exp Brain Res","1985","1985/01/01","","","10.1007/BF00237664"
"6670866","Experimental tremor produced by ventromedial tegmental lesion in monkeys. Neuroanatomical study","Nakaoka T.","Appl Neurophysiol. 1983;46(1-4):92-106. doi: 10.1159/000101247.","Nakaoka T","Appl Neurophysiol","1983","1983/01/01","","","10.1159/000101247"
"3625272","Release of cortical catecholamines by visual stimulation requires activity in thalamocortical afferents of monkey and cat","Marrocco RT, Lane RF, McClurkin JW, Blaha CD, Alkire MF.","J Neurosci. 1987 Sep;7(9):2756-67. doi: 10.1523/JNEUROSCI.07-09-02756.1987.","Marrocco RT","J Neurosci","1987","1987/09/01","PMC6569152","","10.1523/JNEUROSCI.07-09-02756.1987"
"11417800","The effects of saccadic eye movements on the activity of geniculate relay neurons in the monkey","Ramcharan EJ, Gnadt JW, Sherman SM.","Vis Neurosci. 2001 Mar-Apr;18(2):253-8. doi: 10.1017/s0952523801182106.","Ramcharan EJ","Vis Neurosci","2001","2001/06/22","","","10.1017/s0952523801182106"
"7631095","Subthalamotomy improves MPTP-induced parkinsonism in monkeys","Guridi J, Herrero MT, Luquin R, Guillen J, Obeso JA.","Stereotact Funct Neurosurg. 1994;62(1-4):98-102. doi: 10.1159/000098603.","Guridi J","Stereotact Funct Neurosurg","1994","1994/01/01","","","10.1159/000098603"
"18400907","Functional asymmetries in visual pathways carrying S-cone signals in macaque","Tailby C, Solomon SG, Lennie P.","J Neurosci. 2008 Apr 9;28(15):4078-87. doi: 10.1523/JNEUROSCI.5338-07.2008.","Tailby C","J Neurosci","2008","2008/04/11","PMC2602833","NIHMS59200","10.1523/JNEUROSCI.5338-07.2008"
"817920","Synapses between interneurons in the lateral geniculate nucleus of monkeys","Pasik P, Pasik T, Hámori J.","Exp Brain Res. 1976 May 10;25(1):1-13. doi: 10.1007/BF00237322.","Pasik P","Exp Brain Res","1976","1976/05/10","","","10.1007/BF00237322"
"7140891","Responses to coloured patterns in the macaque lateral geniculate nucleus: analysis of receptive field properties","Nothdurft HC, Lee BB.","Exp Brain Res. 1982;48(1):55-65. doi: 10.1007/BF00239572.","Nothdurft HC","Exp Brain Res","1982","1982/01/01","","","10.1007/BF00239572"
"36740976","Functional topography of pulvinar-visual cortex networks in macaques revealed by INS-fMRI","Yao S, Shi S, Zhou Q, Wang J, Du X, Takahata T, Roe AW.","J Comp Neurol. 2023 Apr;531(6):681-700. doi: 10.1002/cne.25456. Epub 2023 Feb 6.","Yao S","J Comp Neurol","2023","2023/02/06","","","10.1002/cne.25456"
"2351759","Fibre organization of the monkey's optic tract: II. Noncongruent representation of the two half-retinae","Reese BE, Cowey A.","J Comp Neurol. 1990 May 15;295(3):401-12. doi: 10.1002/cne.902950305.","Reese BE","J Comp Neurol","1990","1990/05/15","","","10.1002/cne.902950305"
"1646557","The relationship between thalamocortical connections and stimulus-evoked metabolic activity in the ventroposterior nucleus of the monkey","Ma W, Juliano SL.","Somatosens Mot Res. 1991;8(1):77-86. doi: 10.3109/08990229109144731.","Ma W","Somatosens Mot Res","1991","1991/01/01","","","10.3109/08990229109144731"
"106093","Disorders in somesthesis following lesions of parietal lobe","LaMotte RH, Mountcastle VB.","J Neurophysiol. 1979 Mar;42(2):400-19. doi: 10.1152/jn.1979.42.2.400.","LaMotte RH","J Neurophysiol","1979","1979/03/01","","","10.1152/jn.1979.42.2.400"
"6875658","Relations between parameters of step-tracking movements and single cell discharge in the globus pallidus and subthalamic nucleus of the behaving monkey","Georgopoulos AP, DeLong MR, Crutcher MD.","J Neurosci. 1983 Aug;3(8):1586-98. doi: 10.1523/JNEUROSCI.03-08-01586.1983.","Georgopoulos AP","J Neurosci","1983","1983/08/01","PMC6564524","","10.1523/JNEUROSCI.03-08-01586.1983"
"16258020","Differential in vivo potencies of naltrexone and 6beta-naltrexol in the monkey","Ko MC, Divin MF, Lee H, Woods JH, Traynor JR.","J Pharmacol Exp Ther. 2006 Feb;316(2):772-9. doi: 10.1124/jpet.105.094409. Epub 2005 Oct 28.","Ko MC","J Pharmacol Exp Ther","2006","2005/11/01","","","10.1124/jpet.105.094409"
"1758446","Lesion of the subthalamic nucleus for the alleviation of 1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine (MPTP)-induced parkinsonism in the primate","Aziz TZ, Peggs D, Sambrook MA, Crossman AR.","Mov Disord. 1991;6(4):288-92. doi: 10.1002/mds.870060404.","Aziz TZ","Mov Disord","1991","1991/01/01","","","10.1002/mds.870060404"
"8191289","Summation and division by neurons in primate visual cortex","Carandini M, Heeger DJ.","Science. 1994 May 27;264(5163):1333-6. doi: 10.1126/science.8191289.","Carandini M","Science","1994","1994/05/27","","","10.1126/science.8191289"
"20071531","Functional interaction of medial mediodorsal thalamic nucleus but not nucleus accumbens with amygdala and orbital prefrontal cortex is essential for adaptive response selection after reinforcer devaluation","Izquierdo A, Murray EA.","J Neurosci. 2010 Jan 13;30(2):661-9. doi: 10.1523/JNEUROSCI.3795-09.2010.","Izquierdo A","J Neurosci","2010","2010/01/15","PMC2835504","NIHMS172335","10.1523/JNEUROSCI.3795-09.2010"
"406013","Form deprivation without light deprivation produces the visual deprivation syndrome in Macaca mulatta","Von Noorden GK, Crawford ML.","Brain Res. 1977 Jun 24;129(1):37-44. doi: 10.1016/0006-8993(77)90968-4.","Von Noorden GK","Brain Res","1977","1977/06/24","","","10.1016/0006-8993(77)90968-4"
"1314392","Parallel pathways in macaque monkey striate cortex: anatomically defined columns in layer III","Lachica EA, Beck PD, Casagrande VA.","Proc Natl Acad Sci U S A. 1992 Apr 15;89(8):3566-70. doi: 10.1073/pnas.89.8.3566.","Lachica EA","Proc Natl Acad Sci U S A","1992","1992/04/15","PMC48909","","10.1073/pnas.89.8.3566"
"2302527","Diencephalic amnesia","Graff-Radford NR, Tranel D, Van Hoesen GW, Brandt JP.","Brain. 1990 Feb;113 ( Pt 1):1-25. doi: 10.1093/brain/113.1.1.","Graff-Radford NR","Brain","1990","1990/02/01","","","10.1093/brain/113.1.1"
"12122075","Space and time maps of cone photoreceptor signals in macaque lateral geniculate nucleus","Reid RC, Shapley RM.","J Neurosci. 2002 Jul 15;22(14):6158-75. doi: 10.1523/JNEUROSCI.22-14-06158.2002.","Reid RC","J Neurosci","2002","2002/07/18","PMC6757940","","10.1523/JNEUROSCI.22-14-06158.2002"
"26562919","Early Changes in Saccadic Eye Movement in Hemiparkinsonian MPTP-Treated Monkeys","Tereshchenko LV, Anisimov VN, Shul'govsky VV, Latanov AV.","Perception. 2015;44(8-9):1054-63. doi: 10.1177/0301006615596868. Epub 2015 Aug 19.","Tereshchenko LV","Perception","2015","2015/11/13","","","10.1177/0301006615596868"
"2827861","Importance of the projection from the sensory to the motor cortex for recovery of motor function following partial thalamic lesion in the monkey","Bornschlegl M, Asanuma H.","Brain Res. 1987 Dec 22;437(1):121-30. doi: 10.1016/0006-8993(87)91533-2.","Bornschlegl M","Brain Res","1987","1987/12/22","","","10.1016/0006-8993(87)91533-2"
"3748377","A semi-quantitative atlas of 5-hydroxytryptamine-1 receptors in the primate brain","Stuart AM, Mitchell IJ, Slater P, Unwin HL, Crossman AR.","Neuroscience. 1986 Jul;18(3):619-39. doi: 10.1016/0306-4522(86)90058-8.","Stuart AM","Neuroscience","1986","1986/07/01","","","10.1016/0306-4522(86)90058-8"
"3183725","Do the relative mapping densities of the magno- and parvocellular systems vary with eccentricity?","Livingstone MS, Hubel DH.","J Neurosci. 1988 Nov;8(11):4334-9. doi: 10.1523/JNEUROSCI.08-11-04334.1988.","Livingstone MS","J Neurosci","1988","1988/11/01","PMC6569497","","10.1523/JNEUROSCI.08-11-04334.1988"
"10798652","Experimental glaucoma and cell size, density, and number in the primate lateral geniculate nucleus","Weber AJ, Chen H, Hubbard WC, Kaufman PL.","Invest Ophthalmol Vis Sci. 2000 May;41(6):1370-9.","Weber AJ","Invest Ophthalmol Vis Sci","2000","2000/05/08","","",""
"10804220","Convergent inputs from thalamic motor nuclei and frontal cortical areas to the dorsal striatum in the primate","McFarland NR, Haber SN.","J Neurosci. 2000 May 15;20(10):3798-813. doi: 10.1523/JNEUROSCI.20-10-03798.2000.","McFarland NR","J Neurosci","2000","2000/05/11","PMC6772665","","10.1523/JNEUROSCI.20-10-03798.2000"
"16538684","GABA(B) receptors in the centromedian/parafascicular thalamic nuclear complex: an ultrastructural analysis of GABA(B)R1 and GABA(B)R2 in the monkey thalamus","Villalba RM, Raju DV, Hall RA, Smith Y.","J Comp Neurol. 2006 May 10;496(2):269-87. doi: 10.1002/cne.20950.","Villalba RM","J Comp Neurol","2006","2006/03/16","","","10.1002/cne.20950"
"5001365","Disinhibition during waking in motor cortex neuronal chains in cat and monkey","Steriade M, Wyzinski P, Deschenes M, Guerin M.","Brain Res. 1971 Jul 9;30(1):211-7. doi: 10.1016/0006-8993(71)90019-9.","Steriade M","Brain Res","1971","1971/07/09","","","10.1016/0006-8993(71)90019-9"
"10331577","Parvalbumin-immunoreactive axon terminals in macaque monkey and human prefrontal cortex: laminar, regional, and target specificity of type I and type II synapses","Melchitzky DS, Sesack SR, Lewis DA.","J Comp Neurol. 1999 May 24;408(1):11-22.","Melchitzky DS","J Comp Neurol","1999","1999/05/20","","",""
"10723007","Termination of the geniculocortical projection in the striate cortex of macaque monkey: a quantitative immunoelectron microscopic study","Latawiec D, Martin KA, Meskenaite V.","J Comp Neurol. 2000 Apr 10;419(3):306-19. doi: 10.1002/(sici)1096-9861(20000410)419:3<306::aid-cne4>3.0.co;2-2.","Latawiec D","J Comp Neurol","2000","2000/03/21","","","10.1002/(sici)1096-9861(20000410)419:3<306::aid-cne4>3.0.co;2-2"
"1869904","Convergence of phrenic and cardiopulmonary spinal afferent information on cervical and thoracic spinothalamic tract neurons in the monkey: implications for referred pain from the diaphragm and heart","Bolser DC, Hobbs SF, Chandler MJ, Ammons WS, Brennan TJ, Foreman RD.","J Neurophysiol. 1991 May;65(5):1042-54. doi: 10.1152/jn.1991.65.5.1042.","Bolser DC","J Neurophysiol","1991","1991/05/01","","","10.1152/jn.1991.65.5.1042"
"10931491","Neurotransmitters contained in the subcortical extraretinal inputs to the monkey lateral geniculate nucleus","Bickford ME, Ramcharan E, Godwin DW, Erişir A, Gnadt J, Sherman SM.","J Comp Neurol. 2000 Sep 4;424(4):701-17. doi: 10.1002/1096-9861(20000904)424:4<701::aid-cne11>3.0.co;2-b.","Bickford ME","J Comp Neurol","2000","2000/08/10","","","10.1002/1096-9861(20000904)424:4<701::aid-cne11>3.0.co;2-b"
"26311778","Pathways for Emotions: Specializations in the Amygdalar, Mediodorsal Thalamic, and Posterior Orbitofrontal Network","Timbie C, Barbas H.","J Neurosci. 2015 Aug 26;35(34):11976-87. doi: 10.1523/JNEUROSCI.2157-15.2015.","Timbie C","J Neurosci","2015","2015/08/28","PMC4549406","","10.1523/JNEUROSCI.2157-15.2015"
"15888653","Chromatic gain controls in visual cortical neurons","Solomon SG, Lennie P.","J Neurosci. 2005 May 11;25(19):4779-92. doi: 10.1523/JNEUROSCI.5316-04.2005.","Solomon SG","J Neurosci","2005","2005/05/13","PMC6724777","","10.1523/JNEUROSCI.5316-04.2005"
"7516176","The sublaminar organization of corticogeniculate neurons in layer 6 of macaque striate cortex","Fitzpatrick D, Usrey WM, Schofield BR, Einstein G.","Vis Neurosci. 1994 Mar-Apr;11(2):307-15. doi: 10.1017/s0952523800001656.","Fitzpatrick D","Vis Neurosci","1994","1994/03/01","","","10.1017/s0952523800001656"
"6770964","Neurophysiological analysis of brain-stimulation reward in the monkey","Rolls ET, Burton MJ, Mora F.","Brain Res. 1980 Aug 4;194(2):339-57. doi: 10.1016/0006-8993(80)91216-0.","Rolls ET","Brain Res","1980","1980/08/04","","","10.1016/0006-8993(80)91216-0"
"4067625","Pulvinar nuclei of the behaving rhesus monkey: visual responses and their modulation","Petersen SE, Robinson DL, Keys W.","J Neurophysiol. 1985 Oct;54(4):867-86. doi: 10.1152/jn.1985.54.4.867.","Petersen SE","J Neurophysiol","1985","1985/10/01","","","10.1152/jn.1985.54.4.867"
"6766111","A horseradish peroxidase study of afferent connections of the globus pallidus in Macaca mulatta","DeVito JL, Anderson ME, Walsh KE.","Exp Brain Res. 1980;38(1):65-73. doi: 10.1007/BF00237932.","DeVito JL","Exp Brain Res","1980","1980/01/01","","","10.1007/BF00237932"
"7062107","Modulation of lateral geniculate nucleus cell responsiveness by visual activation of the corticogeniculate pathway","Marrocco RT, McClurkin JW, Young RA.","J Neurosci. 1982 Feb;2(2):256-63. doi: 10.1523/JNEUROSCI.02-02-00256.1982.","Marrocco RT","J Neurosci","1982","1982/02/01","PMC6564301","","10.1523/JNEUROSCI.02-02-00256.1982"
"2478593","Cerebellar connections with the motor cortex and the arcuate premotor area: an analysis employing retrograde transneuronal transport of WGA-HRP","Orioli PJ, Strick PL.","J Comp Neurol. 1989 Oct 22;288(4):612-26. doi: 10.1002/cne.902880408.","Orioli PJ","J Comp Neurol","1989","1989/10/22","","","10.1002/cne.902880408"
"7217990","The prefrontal cortico-oculomotor trajectories in the monkey","Leichnetz GR.","J Neurol Sci. 1981 Mar;49(3):387-96. doi: 10.1016/0022-510x(81)90029-0.","Leichnetz GR","J Neurol Sci","1981","1981/03/01","","","10.1016/0022-510x(81)90029-0"
