INDEX,MACAQUE_COUNT_IN_500,OTHER_SPIECIES_COUNT_IN_500,TC_CT_COUNT_IN_500,THALAM_COUNT_IN_500,CORTEX_COUNT_IN_500,INJECT_COUNT_IN_500,METHOD_COUNT_IN_500,CONNECT_COUNT_IN_500,RELEVANCE_INDEX
4952,0,0,0,0,7,2,0,3,13.810827610059892
8157,1,0,0,0,10,0,0,1,13.806703892876032
5878,1,2,0,0,18,0,0,1,13.80117901694406
9495,2,2,0,0,6,0,0,0,13.779330896123616
9049,2,2,0,0,6,0,0,0,13.779330896123616
5918,2,7,0,0,3,0,0,1,13.75871160892088
10754,2,1,0,0,1,0,0,1,13.75871160892088
8593,2,0,0,0,3,0,0,0,13.75871160892088
9330,2,0,0,0,3,0,0,0,13.75871160892088
5946,2,0,0,0,3,0,0,0,13.75871160892088
1562,2,1,0,1,0,0,0,0,13.75871160892088
3004,0,1,0,1,0,0,2,0,13.75871160892088
4114,2,1,0,1,0,0,0,0,13.75871160892088
1790,0,0,0,2,11,0,0,2,13.75871160892088
9597,2,7,0,0,3,0,0,1,13.75871160892088
10420,0,1,0,0,1,0,2,1,13.75871160892088
2520,0,0,0,8,3,0,0,0,13.75871160892088
5694,2,1,0,0,0,1,0,0,13.75871160892088
4097,0,7,0,8,3,0,0,1,13.75871160892088
8550,0,1,0,0,1,0,2,1,13.75871160892088
7522,0,7,0,5,5,0,0,2,13.758711608920876
2453,1,9,0,3,2,0,0,0,13.75758309554108
6166,1,2,0,0,0,0,0,13,13.750031505777118
8081,1,6,0,0,9,0,0,3,13.749614925891905
10386,1,8,0,1,15,0,0,0,13.745160575542524
2210,0,0,0,4,16,0,0,0,13.713616250282934
4050,0,0,0,9,2,0,0,0,13.71015004230645
2230,0,0,0,1,8,0,0,6,13.697915504638104
4773,4,10,0,0,0,0,0,0,13.696483851542633
2166,1,7,0,0,1,0,0,11,13.69304457440351
5632,1,8,0,2,1,0,0,1,13.69304457440351
6341,0,0,0,1,0,0,1,2,13.693044574403508
7884,1,0,0,0,1,0,0,5,13.693044574403508
10062,0,0,0,0,0,1,1,2,13.693044574403508
5692,0,0,0,1,0,0,1,2,13.693044574403508
6114,1,2,0,1,8,0,0,0,13.693044574403508
5086,0,0,0,1,0,0,1,2,13.693044574403508
5842,0,0,0,1,0,0,1,2,13.693044574403508
6239,0,1,0,1,20,0,0,4,13.689947334988927
4975,0,0,0,1,1,0,0,18,13.68534720141894
4223,0,2,0,2,6,0,0,5,13.66154786046723
4456,2,6,0,0,9,0,0,0,13.645382923613877
6799,0,7,0,2,3,0,0,11,13.640928573264496
4717,0,8,0,1,1,0,2,0,13.640928573264496
7026,3,9,0,0,0,0,0,1,13.639800059884696
10444,0,4,0,0,1,0,3,0,13.639800059884696
8287,0,0,0,1,10,0,0,5,13.636804856080634
6983,0,0,0,1,4,0,1,0,13.61608353326738
4234,0,3,0,7,9,0,0,0,13.61608353326738
9739,0,0,0,1,19,0,0,3,13.616083533267378
2302,0,8,0,7,14,0,0,0,13.616083533267378
4822,0,4,0,6,0,2,0,0,13.613174276183017
6210,4,11,0,0,0,0,0,0,13.609472474553003
6836,0,3,0,0,30,0,0,14,13.605830651157031
2958,0,0,0,9,0,0,0,1,13.592367006650068
4515,0,1,0,0,0,0,2,2,13.588812572125482
10958,0,1,0,0,0,0,2,2,13.588812572125482
8460,0,1,0,2,2,0,0,8,13.588812572125482
8135,2,1,0,0,0,0,0,2,13.588812572125482
2679,1,2,0,0,16,0,0,1,13.578727746723612
9945,0,1,0,4,1,0,0,4,13.568650480032748
10540,0,1,0,2,9,0,0,3,13.563967532128366
9375,0,5,0,1,4,0,0,17,13.563967532128364
8386,0,0,0,2,6,0,0,3,13.543764824810848
810,0,0,0,14,0,0,0,0,13.54025100551105
2390,0,1,0,4,21,0,0,0,13.536127288327188
1453,2,9,0,1,1,0,0,0,13.53556805760667
10393,0,0,0,2,2,0,0,6,13.528016467842708
8636,0,2,0,2,11,0,0,3,13.523145537608112
10611,0,0,0,3,0,0,0,8,13.523145537608112
3687,0,2,0,1,8,1,0,2,13.523145537608112
9002,0,0,0,0,26,0,1,0,13.523145537608112
7382,1,3,0,0,1,0,0,8,13.523145537608112
7974,1,2,0,0,8,0,0,2,13.523145537608112
1969,0,1,0,3,37,0,0,0,13.513496944492278
6436,0,3,0,6,12,0,0,0,13.473155099079747
8882,2,2,0,0,5,0,0,0,13.4710295364691
2509,0,0,0,4,14,0,0,0,13.463289964374924
9913,1,1,0,0,1,0,0,6,13.462349433325338
2963,0,2,0,6,0,0,0,4,13.459252193910755
6127,3,5,0,0,1,0,0,0,13.457478503090742
6715,3,11,0,0,0,0,0,1,13.457478503090742
3693,1,2,0,1,0,0,0,3,13.45747850309074
3731,0,5,0,3,1,0,1,0,13.45747850309074
5987,1,5,0,0,1,0,1,0,13.45747850309074
9779,1,1,0,0,12,0,0,1,13.447664881642416
2205,0,0,0,1,9,0,0,5,13.446184496471984
5047,1,3,0,0,9,0,0,2,13.446184496471982
9750,1,0,0,0,4,0,0,2,13.446184496471982
2306,1,0,0,0,4,0,0,2,13.446184496471982
6617,0,5,0,2,24,0,0,2,13.434890489853224
6758,1,5,0,0,1,0,0,9,13.433761976473429
10405,1,1,0,0,6,0,0,2,13.425981789154465
9491,0,0,0,1,12,0,0,4,13.4239483550251
7203,1,6,0,0,12,0,0,2,13.411297237471542
9165,0,1,0,1,10,0,0,6,13.406109715002462
2157,1,7,0,0,8,0,0,3,13.405362501951728
9270,1,0,0,0,8,0,0,1,13.405362501951728
1706,0,11,1,1,2,0,0,2,13.405362501951728
5966,1,0,0,0,8,0,0,1,13.405362501951728
9549,0,2,0,0,2,0,1,5,13.405362501951728
5470,0,7,0,5,4,0,0,2,13.394068495332968
3342,0,1,0,10,0,0,0,1,13.375770725111744
3725,0,2,0,1,0,0,2,0,13.353246500812716
5300,0,2,0,17,0,0,0,0,13.353246500812714
3726,0,0,0,4,4,0,0,1,13.34550692871854
3262,0,1,0,4,6,0,0,1,13.32530422140102
8065,2,6,0,0,2,0,0,1,13.31687885664184
2529,0,4,0,4,10,0,0,1,13.31298373701298
5823,1,6,0,0,1,0,1,0,13.303327823263484
5151,0,3,0,2,18,0,0,2,13.291481906557868
2046,0,0,0,1,16,0,0,3,13.291045674271832
3936,0,3,0,1,2,0,1,1,13.287579466295346
7010,0,1,0,1,5,0,1,0,13.287579466295345
5778,0,0,0,1,4,0,0,8,13.276285459676586
3679,0,10,0,9,0,0,0,3,13.27391327553153
7781,2,10,0,0,1,0,0,2,13.270358841006948
7895,0,0,0,1,11,0,0,4,13.263862939678027
3547,0,0,0,2,16,0,0,1,13.238929673132818
7806,0,2,0,0,16,0,0,17,13.238929673132816
8769,0,0,0,2,5,0,0,3,13.235463465156332
9904,0,0,0,2,5,0,0,3,13.235463465156332
10068,0,1,0,2,2,0,0,7,13.23546346515633
1177,0,0,0,5,2,0,0,1,13.23546346515633
3177,0,6,0,8,0,0,0,3,13.199095820985455
5590,2,6,0,0,7,0,0,0,13.199095820985455
10115,1,5,0,4,0,0,0,0,13.1869018985419
2451,0,2,0,4,7,0,0,1,13.1869018985419
2860,0,1,0,1,4,0,0,10,13.185150365503096
4989,2,0,0,0,2,0,0,0,13.183347464017318
8734,2,0,0,0,2,0,0,0,13.183347464017318
7645,2,0,0,0,2,0,0,0,13.183347464017318
7244,2,0,0,0,2,0,0,0,13.183347464017318
8179,0,0,0,0,22,0,0,9,13.178743710840436
8649,0,5,0,1,5,0,0,13,13.174667360873556
3415,0,0,0,7,3,0,0,0,13.16979643063896
6685,3,1,0,0,0,0,0,0,13.16979643063896
7249,3,1,0,0,0,0,0,0,13.16979643063896
8584,0,3,0,1,7,0,1,0,13.16979643063896
4543,3,1,0,0,0,0,0,0,13.16979643063896
5866,1,1,0,1,1,0,0,1,13.16979643063896
7030,0,1,0,3,0,0,1,0,13.16979643063896
10462,0,1,0,15,0,0,0,0,13.16979643063896
7503,3,1,0,0,0,0,0,0,13.16979643063896
1737,1,0,0,1,3,0,0,0,13.16979643063896
4469,0,0,0,1,15,0,0,3,13.16979643063896
6288,3,1,0,0,0,0,0,0,13.16979643063896
1825,1,0,0,1,3,0,0,0,13.16979643063896
4081,3,1,0,0,0,0,0,0,13.16979643063896
5891,3,1,0,0,0,0,0,0,13.16979643063896
9187,0,1,0,0,0,0,3,0,13.16979643063896
4070,1,3,0,0,15,0,0,1,13.16979643063896
5346,3,1,0,0,0,0,0,0,13.16979643063896
8255,0,2,0,2,9,0,0,3,13.158502424020202
5388,4,18,0,0,0,0,0,0,13.149940145174565
6589,1,0,0,0,1,0,0,4,13.146079904021644
4759,1,8,0,0,5,0,0,4,13.146079904021644
2015,0,2,0,1,5,0,0,10,13.14432837098284
9971,0,3,0,1,16,0,0,5,13.121146637476434
2134,0,0,0,2,15,0,0,1,13.117680429499949
507,0,0,0,2,1,0,0,7,13.117680429499949
2086,1,1,0,2,1,0,0,0,13.117680429499949
3875,1,1,0,2,1,0,0,0,13.117680429499949
3878,0,2,0,2,4,2,0,0,13.106386422881188
7587,2,5,0,0,6,0,0,0,13.08618371556367
10723,0,1,0,0,13,0,0,16,13.08460751083922
6530,0,0,0,0,18,0,0,10,13.082563776727993
3738,0,3,0,2,2,1,0,2,13.065564428360934
5266,0,0,0,0,0,0,2,1,13.065564428360934
10960,0,0,0,0,0,0,2,1,13.065564428360934
1468,2,3,0,1,0,0,0,0,13.065564428360934
6756,0,3,0,1,0,0,2,0,13.065564428360934
4608,2,1,0,0,3,0,0,0,13.065564428360934
5157,2,0,0,0,0,0,0,1,13.065564428360934
3828,2,3,0,1,0,0,0,0,13.065564428360934
7523,2,3,0,1,0,0,0,0,13.065564428360934
9478,0,3,0,2,2,1,0,2,13.065564428360934
5188,0,0,0,0,0,0,2,1,13.065564428360934
10488,2,0,0,0,0,0,0,1,13.065564428360934
7188,0,7,0,2,0,2,0,3,13.065564428360933
2773,0,3,0,17,0,0,0,0,13.065564428360933
10084,1,4,0,1,2,0,0,1,13.064435914981136
5159,0,5,0,0,0,0,1,13,13.056884325217172
7570,0,3,0,1,12,0,0,6,13.04707070376885
9590,0,2,0,1,25,0,0,3,13.042199773534254
4139,1,5,0,0,9,0,0,2,13.04071938836382
8504,1,1,0,0,29,0,0,0,13.04071938836382
3853,0,6,0,3,6,0,0,3,13.036265038014438
10728,0,6,0,4,0,0,1,0,13.03275121871464
10149,0,0,0,6,0,0,0,2,13.025387611280896
5698,1,7,0,0,20,0,0,1,13.0205166810463
7135,1,0,0,0,20,0,0,0,13.0205166810463
9181,1,0,0,0,20,0,0,0,13.0205166810463
10094,0,4,0,0,2,2,1,0,13.012319913842122
6070,0,1,0,1,0,0,1,2,12.999897393843565
9401,0,0,0,1,7,0,0,5,12.999897393843565
8092,1,1,0,0,1,0,0,5,12.999897393843565
3752,1,1,0,1,0,0,0,2,12.999897393843565
9850,0,0,0,3,3,0,0,2,12.999897393843565
8403,0,1,0,3,1,0,0,5,12.999897393843565
8304,1,0,0,0,3,0,0,2,12.999897393843565
2709,0,0,0,0,3,0,1,2,12.999897393843565
8498,0,0,0,0,17,0,0,10,12.97442933418744
5370,0,4,0,1,13,0,0,6,12.972143096762082
3065,0,0,0,6,4,0,0,0,12.948426570144768
9454,0,0,0,2,0,0,0,11,12.94778139270455
6678,0,17,0,5,5,0,0,2,12.947781392704549
8463,1,4,0,0,15,0,0,1,12.94665287932475
7208,0,21,0,0,2,0,1,9,12.945409208559491
5872,0,1,0,1,10,0,0,5,12.943657675520688
4775,0,1,0,6,6,0,0,0,12.928223862827249
9479,1,3,0,0,4,0,0,3,12.922936352707437
1937,0,0,0,3,19,0,0,0,12.922936352707437
8991,0,2,0,4,6,0,0,1,12.919839113292854
7078,0,2,0,4,6,0,0,1,12.919839113292854
6078,0,0,0,3,6,0,0,1,12.902733645389915
2307,0,6,0,1,15,0,0,6,12.902733645389915
6605,1,0,0,0,6,0,0,1,12.902733645389915
8727,1,0,0,0,6,0,0,1,12.902733645389915
8199,0,0,0,3,6,0,0,1,12.902733645389915
10647,0,0,0,1,13,0,0,3,12.902733645389915
6912,1,0,0,0,6,0,0,1,12.902733645389915
3633,0,7,0,0,6,3,0,3,12.902733645389915
8628,1,0,0,0,6,0,0,1,12.902733645389915
4371,0,0,0,1,9,0,0,4,12.89921982609012
6491,0,7,0,3,4,0,0,4,12.89921982609012
9277,0,0,0,1,9,0,0,4,12.89921982609012
3093,0,1,0,4,15,0,0,0,12.899219826090118
9630,0,1,0,4,1,0,0,3,12.899219826090118
5399,0,1,0,0,18,0,0,12,12.890578850157546
7007,0,0,0,1,5,0,0,6,12.886985288421776
8611,1,6,0,0,9,0,0,2,12.88656870853656
8743,0,5,0,3,16,0,0,1,12.885580566163666
9576,0,8,0,3,3,0,0,5,12.88211435818718
5059,0,1,0,1,13,0,0,4,12.879017118772598
7673,0,0,0,4,0,0,0,4,12.875503299472802
1370,0,0,0,4,0,0,0,4,12.875503299472802
6437,1,15,0,0,4,2,0,0,12.870820351568424
4726,0,0,0,2,4,0,0,3,12.870820351568424
10212,0,0,0,0,14,0,0,11,12.870820351568424
4441,0,7,0,2,4,0,0,7,12.87082035156842
6787,1,2,0,0,2,0,0,4,12.858397831569864
10453,1,2,0,0,2,0,0,4,12.858397831569864
1569,0,0,0,5,6,0,0,0,12.8506176442509
2532,0,1,0,14,0,0,0,0,12.847103824951104
6717,2,4,0,1,0,0,0,0,12.842420877046726
4806,0,4,0,0,0,1,2,0,12.842420877046724
10116,0,4,0,1,0,0,2,0,12.842420877046724
8515,0,4,0,0,17,0,0,17,12.84242087704672
5627,0,9,0,5,21,0,0,0,12.83829715986286
5065,0,4,0,2,10,0,0,3,12.83829715986286
2020,0,5,0,2,2,0,1,0,12.829998357048169
849,0,0,0,12,0,0,0,0,12.824746787307683
8513,0,0,0,12,0,0,0,0,12.824746787307683
2028,0,2,0,2,12,0,0,2,12.820184735599842
5745,0,3,0,8,4,0,0,0,12.818704350429408
10789,0,3,0,2,4,2,0,0,12.818704350429408
4055,1,10,0,0,21,0,0,1,12.79510298119755
6330,0,4,0,4,2,0,0,3,12.793859310432293
3951,0,2,0,6,7,0,0,0,12.789821539968129
8952,0,10,0,1,5,0,0,14,12.775510171764097
6858,0,1,0,1,7,0,0,6,12.769202252765393
6577,3,2,0,0,0,0,0,0,12.764331322530795
7044,0,5,0,1,0,0,1,3,12.764331322530795
4322,3,2,0,0,0,0,0,0,12.764331322530795
4762,0,2,0,0,1,1,1,1,12.764331322530795
6778,1,2,0,0,0,0,1,0,12.764331322530795
5402,3,11,0,0,1,0,0,0,12.764331322530795
4854,3,2,0,0,0,0,0,0,12.764331322530795
5131,0,2,0,0,0,0,3,0,12.764331322530795
5400,3,2,0,0,0,0,0,0,12.764331322530795
1859,0,3,0,3,12,0,0,1,12.754517701082472
8553,0,1,0,3,4,0,0,2,12.753037315912035
5557,0,4,0,1,3,0,0,14,12.753037315912035
9053,0,1,0,3,4,0,0,2,12.753037315912035
2320,0,0,0,0,13,0,0,11,12.73283460859452
9184,0,0,0,1,6,0,0,5,12.73283460859452
3105,0,0,0,1,6,0,0,5,12.73283460859452
7011,0,0,0,4,1,0,0,2,12.729320789294722
1564,0,3,0,4,3,0,0,2,12.729320789294722
2301,0,4,0,0,16,0,0,17,12.728104049366824
5564,0,3,0,2,3,0,0,6,12.71708625162638
221,1,1,0,0,8,0,0,1,12.712215321391785
6332,1,1,0,0,8,0,0,1,12.712215321391785
3748,0,2,0,2,1,3,0,0,12.712215321391785
8609,0,3,0,1,8,0,0,7,12.71221532139178
6928,1,0,0,0,17,0,0,0,12.71221532139178
9289,1,2,0,0,10,0,0,1,12.70809160420792
1977,0,9,0,3,9,1,0,0,12.699792801393226
4651,1,4,0,0,4,0,0,3,12.699792801393226
5351,0,0,0,1,8,0,0,4,12.688498794774466
7404,0,0,0,2,6,0,0,2,12.680718607455503
9665,0,0,0,2,6,0,0,2,12.680718607455503
6344,1,4,0,1,6,0,0,0,12.679590094075706
5857,0,0,0,0,11,0,0,12,12.664661371960612
9230,2,2,0,0,3,0,0,0,12.66009932025277
1318,0,5,0,8,1,0,0,1,12.66009932025277
9199,0,5,0,0,0,1,2,0,12.660099320252767
5561,0,1,0,4,4,0,0,1,12.652359748158592
4797,0,7,0,1,18,0,0,5,12.650450727136937
10050,0,5,0,1,12,0,0,6,12.641605595660684
5928,0,10,0,0,10,0,1,2,12.625203944402152
7120,0,6,0,1,3,0,0,15,12.610180642703536
4908,0,0,0,0,14,0,0,10,12.609786220599531
4494,0,6,0,1,6,0,0,10,12.60533187025015
3729,0,4,0,2,6,0,0,4,12.603757566319375
6357,0,2,0,1,8,0,0,6,12.599303215969996
1710,0,0,0,3,16,0,0,0,12.597898493711885
334,1,0,0,0,16,0,0,0,12.597898493711885
7305,2,4,0,0,4,0,0,0,12.5955607991152
8169,1,0,0,0,5,0,0,1,12.5944322857354
7359,1,0,0,0,5,0,0,1,12.5944322857354
5049,0,0,1,1,2,0,0,0,12.5944322857354
7403,0,0,0,3,5,0,0,1,12.5944322857354
9720,0,26,0,2,1,0,1,1,12.5944322857354
771,0,0,1,1,2,0,0,0,12.5944322857354
6274,1,0,0,1,2,0,0,0,12.5944322857354
7860,0,1,0,3,2,0,0,3,12.594432285735396
2780,0,0,0,1,11,0,0,3,12.594432285735396
5357,1,1,0,0,2,0,0,3,12.594432285735396
8428,0,6,0,0,15,0,0,19,12.586464116086225
5368,0,3,0,1,12,0,0,5,12.584618664287074
6991,0,0,0,0,28,0,0,6,12.572322107138888
10053,1,2,0,0,28,0,0,0,12.567451176904292
3867,0,6,0,2,0,0,1,1,12.558064641564526
9751,0,1,0,0,15,0,0,12,12.546878336304228
9496,0,1,0,2,16,0,0,1,12.545782492572872
7626,0,0,0,2,11,0,0,1,12.542316284596389
6474,0,0,0,2,11,0,0,1,12.542316284596389
5329,0,0,0,1,17,0,0,2,12.542316284596383
5784,0,0,0,1,17,0,0,2,12.542316284596383
3932,0,6,0,2,7,0,0,4,12.534348114947209
7130,0,0,0,1,4,0,0,6,12.522342174833868
5815,0,0,0,1,4,0,0,6,12.522342174833868
5578,0,3,0,2,5,0,0,4,12.518599757979068
4853,2,6,0,1,0,0,0,0,12.505948640425512
7049,2,6,0,1,0,0,0,0,12.505948640425512
3349,0,3,0,6,7,0,0,0,12.502139467516349
6138,0,0,0,6,3,0,0,0,12.502139467516349
5026,0,2,0,9,0,0,0,1,12.493754717981956
9123,0,1,0,0,26,0,0,8,12.490200283457373
4758,2,5,0,0,0,0,0,2,12.490200283457373
4572,2,1,0,0,2,0,0,0,12.490200283457373
4116,0,1,0,2,8,0,0,2,12.490200283457373
5734,2,1,0,0,2,0,0,0,12.490200283457373
379,0,5,0,8,0,0,0,2,12.490200283457373
10019,2,1,0,0,2,0,0,0,12.490200283457373
10171,2,1,0,0,2,0,0,0,12.490200283457373
7603,2,1,0,0,2,0,0,0,12.490200283457373
3728,0,1,0,2,2,2,0,0,12.490200283457373
9242,2,1,0,0,2,0,0,0,12.490200283457373
6548,1,9,0,1,8,0,0,0,12.489071770077572
8748,0,9,0,0,17,0,1,1,12.489071770077572
4031,2,10,0,0,6,0,0,0,12.480047911993356
10210,3,3,0,0,0,0,0,0,12.476649250079015
4599,1,3,0,1,0,1,0,0,12.476649250079015
5622,1,0,0,1,0,0,0,1,12.476649250079015
6593,1,0,0,0,15,0,0,0,12.476649250079015
6455,1,1,0,1,3,0,0,0,12.476649250079015
2820,1,3,0,3,0,0,0,0,12.476649250079015
1383,3,3,0,0,0,0,0,0,12.476649250079015
8989,0,0,0,7,0,0,0,1,12.476649250079015
1429,1,1,0,1,3,0,0,0,12.476649250079015
4838,3,3,0,0,0,0,0,0,12.476649250079015
6677,0,0,0,1,0,0,1,1,12.476649250079015
3704,1,3,0,1,0,1,0,0,12.476649250079015
5220,1,3,0,3,0,0,0,0,12.476649250079015
9552,1,0,0,0,15,0,0,0,12.476649250079015
4783,0,1,0,0,0,0,1,7,12.476649250079014
9942,0,0,0,0,7,0,0,15,12.476649250079014
9038,1,0,0,0,1,0,0,3,12.476649250079014
5447,0,0,0,3,1,0,0,3,12.476649250079014
8588,1,0,0,0,1,0,0,3,12.476649250079014
3793,0,5,0,1,14,0,0,5,12.465355243460255
1955,0,1,0,3,1,0,0,4,12.4529327234617
8381,1,1,0,0,1,0,0,4,12.4529327234617
826,1,1,0,0,1,0,0,4,12.4529327234617
8676,0,0,0,1,7,0,0,4,12.452932723461698
5337,0,0,0,1,7,0,0,4,12.452932723461698
4951,0,0,0,4,8,0,0,0,12.441638716842942
3959,0,2,0,4,0,2,0,0,12.441638716842942
8535,0,6,0,0,7,0,1,2,12.44028160590814
8006,0,0,0,1,16,0,0,2,12.427999456916488
7259,0,1,0,2,15,0,0,1,12.424533248940005
4551,0,0,0,2,0,0,1,0,12.42453324894
5392,0,0,0,3,2,0,0,2,12.42453324894
3909,0,3,0,1,1,5,0,0,12.42453324894
8277,1,0,0,2,0,0,0,0,12.42453324894
10684,0,0,0,0,0,11,0,0,12.42453324894
7408,0,0,0,1,5,0,0,5,12.42453324894
1911,1,3,0,2,1,0,0,0,12.42453324894
3237,0,3,0,2,1,0,1,0,12.42453324894
1272,0,7,0,11,0,0,0,1,12.42453324894
2639,1,0,0,2,0,0,0,0,12.42453324894
1589,1,0,0,0,0,2,0,0,12.42453324894
1976,0,3,0,2,7,0,0,3,12.42453324894
5184,0,3,0,1,11,0,0,5,12.42453324894
8105,0,1,0,2,1,0,0,7,12.42453324894
6496,1,3,0,0,10,0,0,1,12.42040953175614
5612,2,5,0,0,4,0,0,0,12.413239242321245
8540,0,7,0,2,7,0,0,4,12.400816722322686
5135,0,3,0,5,0,0,0,4,12.400816722322684
8843,0,1,0,1,10,0,0,4,12.396693005138824
5091,0,5,0,1,18,0,0,4,12.391168129206854
5446,0,1,0,0,18,0,0,10,12.389416596168047
7240,0,0,0,0,1,0,2,0,12.372417247800987
9702,0,0,0,2,5,0,0,2,12.372417247800987
10467,0,0,0,0,1,0,2,0,12.372417247800987
4848,0,0,0,0,17,0,0,8,12.372417247800987
4000,0,3,0,8,3,0,0,0,12.372417247800987
10665,2,1,0,0,0,0,0,1,12.372417247800987
6657,0,7,0,1,0,0,2,0,12.372417247800987
6520,2,3,0,0,3,0,0,0,12.372417247800987
10911,0,1,0,0,0,0,2,1,12.372417247800987
10271,0,0,0,2,10,0,0,1,12.368293530617128
4907,1,6,0,0,4,0,0,3,12.36332056477201
10915,0,8,0,0,1,0,1,7,12.35886621442263
2142,0,4,0,1,16,0,0,4,12.35103841578036
4664,1,2,0,0,25,0,0,0,12.349052592974306
9906,0,2,0,1,9,0,0,5,12.347572207803877
9143,1,0,0,0,14,0,0,0,12.347572207803871
2228,0,1,0,1,14,0,0,3,12.347572207803871
3606,0,2,0,0,4,0,1,2,12.347572207803871
4625,0,5,0,0,0,0,1,10,12.33339815476651
2923,0,1,0,6,0,0,0,2,12.33224043072095
3450,0,0,0,4,2,0,0,1,12.323855681186558
7204,2,16,0,0,0,0,0,3,12.311792625984555
10861,0,2,0,1,8,1,0,1,12.30675021328362
4906,0,2,0,3,8,0,0,1,12.30675021328362
498,1,2,0,0,8,0,0,1,12.30675021328362
8452,1,3,0,0,1,0,0,5,12.306750213283618
9307,0,0,0,0,0,0,1,5,12.306750213283618
7804,0,1,0,1,1,0,0,14,12.2830336866663
7893,0,5,0,2,1,0,0,10,12.281282153627496
5169,1,12,0,0,9,0,0,2,12.267529500130337
2151,0,6,0,2,6,0,0,4,12.267285329698163
10702,0,1,0,6,4,0,0,0,12.25527938958482
5293,0,1,0,2,7,0,0,2,12.254634212144603
8143,0,0,0,5,0,0,0,2,12.254634212144603
5709,3,4,0,0,0,0,0,0,12.253505698764808
10605,0,4,0,15,0,0,0,0,12.253505698764808
4324,3,4,0,0,0,0,0,0,12.253505698764808
5780,0,0,0,1,9,0,0,3,12.229789172147491
9508,0,0,0,0,4,0,1,1,12.22978917214749
6289,0,1,0,0,9,0,0,15,12.22978917214749
6879,1,0,0,0,4,0,0,1,12.22978917214749
10458,0,3,0,0,4,1,1,0,12.22978917214749
4928,1,0,0,0,4,0,0,1,12.22978917214749
3331,1,3,0,1,4,0,0,0,12.22978917214749
440,1,0,0,0,4,0,0,1,12.22978917214749
3813,0,8,0,6,1,0,0,2,12.214457395064564
10205,0,0,0,0,13,0,1,0,12.20958646482997
9118,0,0,0,0,13,0,1,0,12.20958646482997
10028,1,0,0,0,13,0,0,0,12.20958646482997
6232,1,0,0,0,13,0,0,0,12.20958646482997
4685,1,0,0,0,13,0,0,0,12.20958646482997
3776,0,3,0,9,0,0,0,1,12.206072645530176
5292,0,1,0,9,1,0,0,0,12.206072645530176
2178,0,3,0,4,1,0,0,3,12.206072645530174
1142,0,1,0,4,3,0,0,1,12.206072645530174
4616,3,20,0,0,1,0,0,0,12.204715534595374
7580,2,7,0,0,0,0,0,2,12.202518211005591
6384,1,4,0,2,1,0,0,0,12.201389697625793
6855,0,9,0,11,0,0,0,1,12.20138969762579
4102,1,4,0,0,10,0,0,1,12.19726598044193
10238,1,5,0,0,11,0,0,1,12.188967177627235
4556,0,2,0,1,5,0,0,7,12.188967177627234
2321,0,0,0,1,6,0,0,4,12.185869938212656
3020,0,6,0,3,0,0,0,10,12.179247474939253
1933,0,0,0,2,9,0,0,1,12.177673171008475
8368,0,0,0,2,9,0,0,1,12.177673171008475
7592,0,1,0,0,22,0,0,8,12.169514983307012
2482,0,3,0,14,0,0,0,0,12.15395664439116
9436,0,3,0,4,2,0,0,2,12.15395664439116
3468,2,9,0,0,0,1,0,0,12.149273696486778
8803,0,9,0,2,5,0,0,5,12.149273696486778
4902,2,9,0,1,0,0,0,0,12.149273696486778
1978,0,3,0,0,0,0,1,8,12.13685117648822
7900,0,10,0,1,7,0,0,9,12.134478992343166
2284,1,1,0,0,18,0,0,0,12.127202583372387
7571,0,0,0,0,18,0,0,7,12.127202583372387
2259,0,5,0,2,12,0,0,2,12.127037555039896
8151,0,6,0,10,0,0,0,1,12.123007756616376
6776,0,0,0,0,37,0,0,4,12.103486056755072
2293,0,7,0,1,18,0,0,4,12.103486056755072
3870,0,2,0,6,0,1,0,0,12.096674359408183
8245,2,2,0,0,2,0,0,0,12.08473517534921
1209,0,2,0,4,12,0,0,0,12.078475988425463
8539,0,3,0,4,14,0,0,0,12.076995603255032
7843,0,1,0,3,0,0,0,6,12.076055072205447
6000,0,0,0,1,3,0,0,6,12.076055072205447
9321,1,5,0,1,0,1,0,0,12.071184141970852
9638,0,2,0,0,7,0,1,1,12.071184141970852
9189,1,2,0,0,7,0,0,1,12.071184141970852
8817,1,5,0,0,0,0,1,0,12.07118414197085
5814,1,5,0,0,0,3,0,0,12.07118414197085
6475,0,5,0,0,3,0,1,3,12.07118414197085
8365,0,2,0,1,15,0,0,3,12.07118414197085
5520,0,6,0,0,18,0,0,14,12.067118412584197
8661,1,0,0,0,12,0,0,0,12.061370520522528
7452,0,0,0,1,4,0,0,5,12.059890135352092
7175,0,0,0,1,4,0,0,5,12.059890135352092
9951,0,0,0,0,9,0,0,11,12.059890135352092
5330,0,0,0,0,4,0,0,18,12.052192762367522
8644,1,2,0,0,1,0,0,4,12.047467615353534
3290,0,1,0,1,6,0,0,5,12.039687428034572
2094,0,0,0,1,13,0,0,2,12.039687428034572
9024,0,1,0,0,13,0,0,11,12.039687428034572
9446,0,1,0,4,1,0,0,2,12.036173608734776
6218,0,1,0,4,1,0,0,2,12.036173608734776
6326,0,0,0,1,8,0,0,3,12.019068140831838
3643,0,2,0,2,1,0,0,7,12.019068140831838
7623,0,2,0,5,0,0,0,3,12.019068140831836
