SOURCE,EXTERNAL_ID,PMCID,DOI,AUTHORS,PUBLICATION_YEAR,PUBLICATION_MONTH,TITLE,JOURNAL,VOLUME,ISSUE,PAGE_INFO,PUBLISHER,TIMES_CITED,GRANTS,OPEN_ACCESS,LICENSE,FIRST_PUB_DATE (dd/mm/yyyy),EMBARGO_DATE (dd/mm/yyyy),IN_EPMC,EPMC_AUTH_MAN
MED,29740273,PMC5925965,10.3389/fnins.2018.00256,"Frost, Carlton P; Meyerand, M Elizabeth; Birn, Rasmus M; Hoks, Roxanne M; Walsh, Erin C; Abercrombie, Heather C",2018,,Childhood Emotional Abuse Moderates Associations Among Corticomotor White Matter Structure and Stress Neuromodulators in Women With and Without Depression.,"Front Neurosci",12,"","256",,4,"""NCATS NIH HHS"":""UL1 TR000427"",""National Institutes of Health"":""UL1TR000427"",""NIMH NIH HHS"":""R01 MH094478"",""National Institutes of Health"":""R01MH094478"",""NCCIH NIH HHS"":""T32 AT003378"",""Wisconsin Alumni Research Foundation"":""ID_NOT_SUPPLIED"",""University of Wisconsin-Madison"":""ID_NOT_SUPPLIED"",""National Institutes of Health"":""5T32MH018931-25"",""NIMH NIH HHS"":""T32 MH018931"",""National Institutes of Health"":""T32AT003378""",Y,cc by,2018-04-23,,Y,N
MED,23226022,PMC3512448,10.4137/bcbcr.s10293,"Acevedo, Summer F",2012,,"Why, After Chemotherapy, is it Necessary to Assess Memory Using Translational Testing?","Breast Cancer (Auckl)",6,"","181-190",,1,"""NCRR NIH HHS"":""G12 RR003050"",""NIMHD NIH HHS"":""G12 MD007579""",Y,,2012-11-19,,Y,N
MED,19605643,PMC2756461,10.1523/jneurosci.6164-08.2009,"Lo, Chung-Chuan; Boucher, Leanne; Paré, Martin; Schall, Jeffrey D; Wang, Xiao-Jing",2009,7,Proactive inhibitory control and attractor dynamics in countermanding action: a spiking neural circuit model.,"J Neurosci",29,"28","9059-9071",,73,"""NIMH NIH HHS"":""R01 MH062349"",""NEI NIH HHS"":""F32 EY016679"",""NIMH NIH HHS"":""R01-MH55806"",""NIMH NIH HHS"":""2-R01-MH062349"",""NIMH NIH HHS"":""R01 MH055806"",""NIMH NIH HHS"":""R01 MH062349-07"",""NEI NIH HHS"":""F32-EY016679""",N,,2009-07-01,,Y,N
MED,17083121,PMC4281943,10.1002/ar.a.20400,"Perkins, Eddie; Warren, Susan; Lin, Rick C-S; May, Paul J",2006,12,Projections of somatosensory cortex and frontal eye fields onto incertotectal neurons in the cat.,"Anat Rec A Discov Mol Cell Evol Biol",288,"12","1310-1329",,2,"""NEI NIH HHS"":""R01 EY014263"",""NINDS NIH HHS"":""NS037931"",""NINDS NIH HHS"":""R01 NS037931"",""NEI NIH HHS"":""EY014263"",""NINDS NIH HHS"":""R01 NS037931-04""",N,,2006-12-01,,Y,N
MED,20177698,PMC3045830,10.1007/s00429-010-0244-2,"Luebke, Jennifer I; Weaver, Christina M; Rocher, Anne B; Rodriguez, Alfredo; Crimins, Johanna L; Dickstein, Dara L; Wearne, Susan L; Hof, Patrick R",2010,3,Dendritic vulnerability in neurodegenerative disease: insights from analyses of cortical pyramidal neurons in transgenic mouse models.,"Brain Struct Funct",214,"2-3","181-199",,58,"""NIA NIH HHS"":""P01 AG000001"",""NIMH NIH HHS"":""P50 MH058911"",""NIMH NIH HHS"":""MH071818"",""NIA NIH HHS"":""R01 AG025062"",""NIA NIH HHS"":""P01 AG002219"",""NIA NIH HHS"":""R01 AG035071"",""NIDCD NIH HHS"":""R01 DC005669-01A2"",""NIA NIH HHS"":""P01 AG002219-22"",""NIMH NIH HHS"":""R01 MH071818-05"",""NIA NIH HHS"":""AG05138"",""NIDCD NIH HHS"":""DC05669"",""NIA NIH HHS"":""AG02219"",""NIMH NIH HHS"":""MH58911"",""NIA NIH HHS"":""P50 AG005138"",""NIA NIH HHS"":""AG00001"",""NIA NIH HHS"":""AG025062"",""NIA NIH HHS"":""P50 AG005138-20"",""NIA NIH HHS"":""R01 AG025062-01A1"",""NIDCD NIH HHS"":""R01 DC005669"",""NIMH NIH HHS"":""R01 MH071818""",N,,2010-02-24,,Y,N
MED,25205811,PMC4210002,10.1073/pnas.1402773111,"van Kerkoerle, Timo; Self, Matthew W; Dagnino, Bruno; Gariel-Mathis, Marie-Alice; Poort, Jasper; van der Togt, Chris; Roelfsema, Pieter R",2014,10,Alpha and gamma oscillations characterize feedback and feedforward processing in monkey visual cortex.,"Proc Natl Acad Sci U S A",111,"40","14332-14341",,338,"""European Research Council"":""339490""",N,,2014-09-09,,Y,N
MED,24194706,PMC3810789,10.3389/fnhum.2013.00678,"Smith, Paul F; Darlington, Cynthia L",2013,10,Personality changes in patients with vestibular dysfunction.,"Front Hum Neurosci",7,"","678",,20,"",Y,cc by,2013-10-29,,Y,N
MED,33672939,PMC7918364,10.3390/biom11020283,"Long, Kimberly L P; Breton, Jocelyn M; Barraza, Matthew K; Perloff, Olga S; Kaufer, Daniela",2021,2,Hormonal Regulation of Oligodendrogenesis I: Effects across the Lifespan.,"Biomolecules",11,"2","283",,7,"""National Institute of Mental Health"":""R01MH115020""",Y,cc by,2021-02-14,,Y,N
MED,21666992,PMC5720100,10.1100/tsw.2011.115,"Coveñas, Rafael; Mangas, Arturo; Bodet, Dominique; Duleu, Sébastien; Marcos, Pilar; Karakas, Begum; Geffard, Michel",2011,6,"Frontiers in vitamin research: new antibodies, new data.","ScientificWorldJournal",11,"","1226-1242",,4,"",Y,cc by,2011-06-09,,Y,N
MED,29844426,PMC5974286,10.1038/s41598-018-26507-0,"Mikellidou, Kyriaki; Frijia, Francesca; Montanaro, Domenico; Greco, Vincenzo; Burr, David C; Morrone, Maria Concetta",2018,5,Cortical BOLD responses to moderate- and high-speed motion in the human visual cortex.,"Sci Rep",8,"1","8357",,3,"",Y,cc by,2018-05-29,,Y,N
MED,27698671,PMC5028871,10.1155/2016/4617983,"Rosado-de-Castro, Paulo Henrique; de Carvalho, Felipe Gonçalves; de Freitas, Gabriel Rodriguez; Mendez-Otero, Rosalia; Pimentel-Coelho, Pedro Moreno",2016,,Review of Preclinical and Clinical Studies of Bone Marrow-Derived Cell Therapies for Intracerebral Hemorrhage.,"Stem Cells Int",2016,"","4617983",,7,"""Conselho Nacional de Desenvolvimento Científico e Tecnológico"":""14/2014- 461701/2014-6""",Y,cc by,2016-09-06,,Y,N
MED,19622736,PMC2722339,10.1073/pnas.0902412106,"Han, Xue; Xian, Sherry X; Moore, Tirin",2009,8,Dynamic sensitivity of area V4 neurons during saccade preparation.,"Proc Natl Acad Sci U S A",106,"31","13046-13051",,21,"""NIMH NIH HHS"":""K99 MH085944"",""NIMH NIH HHS"":""1K99MH085944"",""NEI NIH HHS"":""EY014924"",""NEI NIH HHS"":""R01 EY014924"",""NEI NIH HHS"":""R56 EY014924""",N,,2009-07-21,,Y,N
MED,31137894,PMC6567036,10.3390/ijms20102604,"Knauer, Beate; Stüttgen, Maik C",2019,5,Assessing the Impact of Single-Cell Stimulation on Local Networks in Rat Barrel Cortex-A Feasibility Study.,"Int J Mol Sci",20,"10","E2604",,1,"""Deutsche Forschungsgemeinschaft"":""STU 544/4-1""",Y,cc by,2019-05-27,,Y,N
MED,29487501,PMC5816822,10.3389/fnmol.2018.00027,"Cataldo, Ilaria; Azhari, Atiqah; Esposito, Gianluca",2018,,A Review of Oxytocin and Arginine-Vasopressin Receptors and Their Modulation of Autism Spectrum Disorder.,"Front Mol Neurosci",11,"","27",,30,"",Y,cc by,2018-02-13,,Y,N
MED,16842992,PMC4325365,10.1016/j.conb.2006.07.001,"Bendor, Daniel; Wang, Xiaoqin",2006,8,Cortical representations of pitch in monkeys and humans.,"Curr Opin Neurobiol",16,"4","391-399",,77,"""NIDCD NIH HHS"":""F31 DC006528"",""NIDCD NIH HHS"":""R01 DC005808"",""NIDCD NIH HHS"":""DC003180"",""NIDCD NIH HHS"":""DC005808"",""NIDCD NIH HHS"":""F31-DC006528"",""NIDCD NIH HHS"":""R01 DC003180""",N,,2006-07-13,,Y,N
MED,7424595,,,"Akert, K; Hartmann-von Monakow, K",1980,,Relationships of precentral premotor and prefrontal cortex to the mediodorsal and intralaminar nuclei of the monkey thalamus.,"Acta Neurobiol Exp (Wars)",40,"1","7-25",,34,"",N,,1980-01-01,,N,N
MED,18265004,PMC2845159,10.1002/cne.21616,"Disney, Anita A; Aoki, Chiye",2008,4,Muscarinic acetylcholine receptors in macaque V1 are most frequently expressed by parvalbumin-immunoreactive neurons.,"J Comp Neurol",507,"5","1748-1762",,72,"""NEI NIH HHS"":""P30 EY013079-109003"",""NEI NIH HHS"":""R01-EY13145"",""NEI NIH HHS"":""P30 EY013079"",""NEI NIH HHS"":""P30 EY013079-079003"",""NEI NIH HHS"":""R01 EY013145"",""NINDS NIH HHS"":""R01 NS041091"",""NINDS NIH HHS"":""R01-NS41091"",""NINDS NIH HHS"":""R25 NS080686"",""NINDS NIH HHS"":""R01 NS041091-04"",""NEI NIH HHS"":""R01 EY013145-04"",""NEI NIH HHS"":""P30-EY13079""",N,,2008-04-01,,Y,N
MED,24260418,PMC3834098,10.1371/journal.pone.0080558,"Sánchez-Martín, Francisco Javier; Fan, Yunxia; Lindquist, Diana M; Xia, Ying; Puga, Alvaro",2013,,Lead induces similar gene expression changes in brains of gestationally exposed adult mice and in neurons differentiated from mouse embryonic stem cells.,"PLoS One",8,"11","e80558",,10,"""NIEHS NIH HHS"":""R01 ES010807"",""NIEHS NIH HHS"":""R21 ES020048"",""NIEHS NIH HHS"":""5 R01 ES010807""",Y,cc by,2013-11-19,,Y,N
MED,9952421,PMC6786031,10.1523/jneurosci.19-04-01446.1999,"Hoover, JE; Strick, PL",1999,2,The organization of cerebellar and basal ganglia outputs to primary motor cortex as revealed by retrograde transneuronal transport of herpes simplex virus type 1.,"J Neurosci",19,"4","1446-1463",,255,"""PHS HHS"":""151S""",N,,1999-02-01,,Y,N
MED,28487672,PMC5403833,10.3389/fendo.2017.00076,"Castel, Hélène; Desrues, Laurence; Joubert, Jane-Eileen; Tonon, Marie-Christine; Prézeau, Laurent; Chabbert, Marie; Morin, Fabrice; Gandolfo, Pierrick",2017,,The G Protein-Coupled Receptor UT of the Neuropeptide Urotensin II Displays Structural and Functional Chemokine Features.,"Front Endocrinol (Lausanne)",8,"","76",,9,"""Institut National de la Santé et de la Recherche Médicale"":""ID_NOT_SUPPLIED"",""Agence Nationale de la Recherche"":""Chemot-x PROG""",Y,cc by,2017-04-25,,Y,N
MED,22302820,PMC6703354,10.1523/jneurosci.2722-11.2012,"Lenz, Melanie; Tegenthoff, Martin; Kohlhaas, Karsten; Stude, Philipp; Höffken, Oliver; Gatica Tossi, Mario A; Kalisch, Tobias; Kowalewski, Rebecca; Dinse, Hubert R",2012,2,Increased excitability of somatosensory cortex in aged humans is associated with impaired tactile acuity.,"J Neurosci",32,"5","1811-1816",,59,"",N,cc by-nc-sa,2012-02-01,,Y,N
MED,30214628,PMC6134932,10.7150/thno.26869,"Song, Kang-Ho; Harvey, Brandon K; Borden, Mark A",2018,,State-of-the-art of microbubble-assisted blood-brain barrier disruption.,"Theranostics",8,"16","4393-4408",,44,"",Y,cc by-nc,2018-08-07,,Y,N
MED,27883902,PMC5131723,10.1016/j.neuron.2016.10.029,"Makino, Hiroshi; Hwang, Eun Jung; Hedrick, Nathan G; Komiyama, Takaki",2016,11,Circuit Mechanisms of Sensorimotor Learning.,"Neuron",92,"4","705-721",,74,"""McKnight Foundation"":""ID_NOT_SUPPLIED"",""New York Stem Cell Foundation"":""ID_NOT_SUPPLIED"",""Human Frontier Science Program"":""ID_NOT_SUPPLIED"",""NARSAD"":""ID_NOT_SUPPLIED"",""NIH"":""R01 EY025349"",""NIH"":""T32NS007220"",""NIH"":""U01 NS094342"",""NINDS NIH HHS"":""U01 NS094342"",""NIH"":""R01 DC014690-01"",""Pew Charitable Trusts"":""ID_NOT_SUPPLIED"",""David &amp; Lucile Packard Foundation"":""ID_NOT_SUPPLIED"",""NYSCF"":""ID_NOT_SUPPLIED"",""NIDCD NIH HHS"":""R01 DC014690"",""NEI NIH HHS"":""R01 EY025349"",""NINDS NIH HHS"":""R01 NS091010"",""NINDS NIH HHS"":""T32 NS007220"",""NIH"":""R01 NS091010A"",""NIDCD NIH HHS"":""R21 DC012641"",""Japan Science and Technology Agency (PRESTO)"":""ID_NOT_SUPPLIED""",N,,2016-11-01,,Y,N
MED,20445060,PMC2919315,10.1523/jneurosci.6176-09.2010,"Berman, Rebecca A; Wurtz, Robert H",2010,5,Functional identification of a pulvinar path from superior colliculus to cortical area MT.,"J Neurosci",30,"18","6342-6354",,94,"""Intramural NIH HHS"":""Z99 EY999999"",""Intramural NIH HHS"":""ZIA EY000109-29""",N,,2010-05-01,,Y,N
MED,22136885,,10.1016/j.nucmedbio.2011.08.002,"Chen, Yu-An; Huang, Wen-Sheng; Lin, Yaoh-Shiang; Cheng, Cheng-Yi; Liu, Ren-Shyan; Wang, Shyh-Jen; Li, I-Hsun; Huang, San-Yuan; Shiue, Chyng-Yann; Chen, Cheng-Yu; Ma, Kuo-Hsing",2012,2,Characterization of 4-[18F]-ADAM as an imaging agent for SERT in non-human primate brain using PET: a dynamic study.,"Nucl Med Biol",39,"2","279-285",,17,"",N,,2011-12-01,,N,N
MED,25791528,PMC4678037,10.1016/j.neuropharm.2015.03.002,"Hjorth, Stephan; Karlsson, Cecilia; Jucaite, Aurelija; Varnäs, Katarina; Wählby Hamrén, Ulrika; Johnström, Peter; Gulyás, Balázs; Donohue, Sean R; Pike, Victor W; Halldin, Christer; Farde, Lars",2016,2,A PET study comparing receptor occupancy by five selective cannabinoid 1 receptor antagonists in non-human primates.,"Neuropharmacology",101,"","519-530",,7,"""Intramural NIH HHS"":""ZIA MH002793"",""AstraZeneca"":""ID_NOT_SUPPLIED"",""Intramural NIH HHS"":""ZIA MH002793-13""",N,,2015-03-17,,Y,N
MED,26508575,PMC5070884,10.1038/ejhg.2015.228,"Liu, Xinmin; Hernandez, Nora; Kisselev, Sergey; Floratos, Aris; Sawle, Ashley; Ionita-Laza, Iuliana; Ottman, Ruth; Louis, Elan D; Clark, Lorraine N",2016,7,Identification of candidate genes for familial early-onset essential tremor.,"Eur J Hum Genet",24,"7","1009-1015",,23,"""NIA NIH HHS"":""P50 AG008702"",""NHGRI NIH HHS"":""P50 HG007257"",""NINDS NIH HHS"":""R01 NS060113"",""NINDS NIH HHS"":""P50 NS038370"",""NINDS NIH HHS"":""R01 NS042859"",""NINDS NIH HHS"":""R01 NS085136"",""NIMH NIH HHS"":""R01 MH095797"",""NINDS NIH HHS"":""R01 NS073872"",""NINDS NIH HHS"":""R01 NS088257"",""NINDS NIH HHS"":""U01 NS077276"",""NCATS NIH HHS"":""UL1 TR001863"",""NINDS NIH HHS"":""R01 NS078419"",""NINDS NIH HHS"":""R21 NS050487"",""NINDS NIH HHS"":""U01 NS077367"",""NIA NIH HHS"":""R01 AG041797"",""NINDS NIH HHS"":""R01 NS039422"",""NINDS NIH HHS"":""R01 NS086736""",N,,2015-10-28,,Y,N
MED,20352617,PMC2896684,10.1002/jgm.1449,"Fitzsimons, Helen L; Riban, Veronique; Bland, Ross J; Wendelken, Jennifer L; Sapan, Christine V; During, Matthew J",2010,4,Biodistribution and safety assessment of AAV2-GAD following intrasubthalamic injection in the rat.,"J Gene Med",12,"4","385-398",,9,"""NINDS NIH HHS"":""R01 NS044576-07A1"",""NINDS NIH HHS"":""R01 NS044576-06"",""NINDS NIH HHS"":""R01 NS044576""",N,,2010-04-01,,Y,N
MED,30374289,PMC6196265,10.3389/fnmol.2018.00374,"Shay, Dusti A; Vieira-Potter, Victoria J; Rosenfeld, Cheryl S",2018,,Sexually Dimorphic Effects of Aromatase on Neurobehavioral Responses.,"Front Mol Neurosci",11,"","374",,19,"""NIEHS NIH HHS"":""R01 ES025547"",""National Institute of Environmental Health Sciences"":""ID_NOT_SUPPLIED""",Y,cc by,2018-10-15,,Y,N
MED,23111658,PMC4130154,10.1007/s10633-012-9357-7,"Willeford, Kevin T; Ciuffreda, Kenneth J; Yadav, Naveen K; Ludlam, Diana P",2013,2,Objective assessment of the human visual attentional state.,"Doc Ophthalmol",126,"1","29-44",,7,"""NEI NIH HHS"":""T35 EY020481"",""NEI NIH HHS"":""5T35EY02048103""",N,,2012-10-31,,Y,N
MED,23124867,PMC3579010,10.1002/cne.23252,"Baldwin, Mary K L; Balaram, Pooja; Kaas, Jon H",2013,5,Projections of the superior colliculus to the pulvinar in prosimian galagos (Otolemur garnettii) and VGLUT2 staining of the visual pulvinar.,"J Comp Neurol",521,"7","1664-1682",,31,"""NEI NIH HHS"":""R01 EY002686"",""NEI NIH HHS"":""P30 EY008126"",""NEI NIH HHS"":""P30 EY-008126"",""NEI NIH HHS"":""R01 EY-02686""",N,,2013-05-01,,Y,N
MED,28630879,PMC5467767,10.1117/1.nph.4.3.031217,"Frostig, Ron D; Chen-Bee, Cynthia H; Johnson, Brett A; Jacobs, Nathan S",2017,7,Imaging Cajal's neuronal avalanche: how wide-field optical imaging of the point-spread advanced the understanding of neocortical structure-function relationship.,"Neurophotonics",4,"3","031217",,5,"""NINDS NIH HHS"":""R01 NS055832"",""NINDS NIH HHS"":""R01 NS043165"",""NINDS NIH HHS"":""R01 NS048350"",""NINDS NIH HHS"":""R01 NS066001""",N,,2017-06-12,2018-06-12,Y,N
MED,27825924,PMC5418107,10.1016/j.neubiorev.2016.10.028,"Meyza, KZ; Bartal, I Ben-Ami; Monfils, MH; Panksepp, JB; Knapska, E",2017,5,The roots of empathy: Through the lens of rodent models.,"Neurosci Biobehav Rev",76,"Pt B","216-234",,54,"""Foundation for Polish Science"":""Homing Plus/2012-6/6"",""Polish National Science Centre"":""2015/18/E/NZ4/00600"",""NIMH NIH HHS"":""F32 MH096475"",""Polish National Science Centre"":""2013/11/B/NZ3/01560"",""NIMH NIH HHS"":""R01 MH091147""",N,,2016-11-04,2018-05-01,Y,N
MED,22726834,PMC3383626,10.1016/j.neuron.2012.05.009,"Kordasiewicz, Holly B; Stanek, Lisa M; Wancewicz, Edward V; Mazur, Curt; McAlonis, Melissa M; Pytel, Kimberly A; Artates, Jonathan W; Weiss, Andreas; Cheng, Seng H; Shihabuddin, Lamya S; Hung, Gene; Bennett, C Frank; Cleveland, Don W",2012,6,Sustained therapeutic reversal of Huntington's disease by transient repression of huntingtin synthesis.,"Neuron",74,"6","1031-1044",,414,"""NINDS NIH HHS"":""R37 NS027036""",N,,2012-06-01,,Y,N
MED,25406675,PMC4236423,10.1186/s13041-014-0083-9,"Fernández-Irigoyen, Joaquín; Zelaya, María Victoria; Tuñon, Teresa; Santamaría, Enrique",2014,11,Anatomo-proteomic characterization of human basal ganglia: focus on striatum and globus pallidus.,"Mol Brain",7,"","83",,4,"",Y,cc by,2014-11-18,,Y,N
MED,29772203,PMC5971207,10.1016/j.neuron.2018.04.017,"Hennequin, Guillaume; Ahmadian, Yashar; Rubin, Daniel B; Lengyel, Máté; Miller, Kenneth D",2018,5,The Dynamical Regime of Sensory Cortex: Stable Dynamics around a Single Stimulus-Tuned Attractor Account for Patterns of Noise Variability.,"Neuron",98,"4","846-860.e5",,49,"""NEI NIH HHS"":""P30 EY019007"",""National Institutes of Health"":""R01-EY11001"",""Wellcome Trust"":""202111/Z/16/Z"",""National Science Foundation"":""DBI-1707398"",""Wellcome Trust"":""095621/Z/11/Z"",""Gatsby Charitable Foundation"":""5 T32 GM007367-36"",""Schweizerischer Nationalfonds zur FÃ¶rderung der Wissenschaftlichen Forschung"":""P300P3.154636""",Y,cc by,2018-05-01,,Y,N
MED,23777674,PMC6987843,10.1016/j.dcn.2013.05.001,"Tamnes, Christian K; Walhovd, Kristine B; Torstveit, Mari; Sells, Victoria T; Fjell, Anders M",2013,10,Performance monitoring in children and adolescents: a review of developmental changes in the error-related negativity and brain maturation.,"Dev Cogn Neurosci",6,"","1-13",,56,"""Department of Psychology, University of Oslo"":""ID_NOT_SUPPLIED"",""European Research Council"":""ID_NOT_SUPPLIED"",""Norwegian Research Council"":""ID_NOT_SUPPLIED"",""U.S.-Norway Fulbright Foundation"":""ID_NOT_SUPPLIED""",N,,2013-05-13,,Y,N
MED,30020838,PMC6230781,10.1152/jn.00067.2018,"Maling, Nicholas; Lempka, Scott F; Blumenfeld, Zack; Bronte-Stewart, Helen; McIntyre, Cameron C",2018,10,Biophysical basis of subthalamic local field potentials recorded from deep brain stimulation electrodes.,"J Neurophysiol",120,"4","1932-1944",,13,"""HHS | NIH | National Institute of Mental Health (NIMH)"":""R01 MH106173"",""NIMH NIH HHS"":""R01 MH106173"",""HHS | NIH | National Institute of Neurological Disorders and Stroke (NINDS)"":""R01 NS086100"",""NINDS NIH HHS"":""R01 NS086100""",N,,2018-07-18,2019-10-01,Y,N
MED,19420011,PMC2710976,10.1677/joe-09-0066,"Hazell, Georgina G J; Yao, Song T; Roper, James A; Prossnitz, Eric R; O'Carroll, Anne-Marie; Lolait, Stephen J",2009,8,"Localisation of GPR30, a novel G protein-coupled oestrogen receptor, suggests multiple functions in rodent brain and peripheral tissues.","J Endocrinol",202,"2","223-236",,177,"""Wellcome Trust"":""ID_NOT_SUPPLIED"",""Biotechnology and Biological Sciences Research Council"":""BB/D00196X/1""",Y,,2009-05-06,,Y,N
MED,26093062,PMC4600450,10.1016/j.bcp.2015.06.014,"Quik, Maryka; Zhang, Danhui; McGregor, Matthew; Bordia, Tanuja",2015,10,Alpha7 nicotinic receptors as therapeutic targets for Parkinson's disease.,"Biochem Pharmacol",97,"4","399-407",,50,"""Wellcome Trust"":""ID_NOT_SUPPLIED"",""NIH"":""NS59910"",""NINDS NIH HHS"":""R01 NS059910"",""Medical Research Council"":""ID_NOT_SUPPLIED""",N,,2015-06-18,,Y,N
MED,10805710,,10.1152/jn.2000.83.5.3154,"Florence, SL; Hackett, TA; Strata, F",2000,5,Thalamic and cortical contributions to neural plasticity after limb amputation.,"J Neurophysiol",83,"5","3154-3159",,47,"""NINDS NIH HHS"":""NS-36469""",N,,2000-05-01,,N,N
MED,21360099,PMC3232674,10.1007/s00213-011-2222-7,"Murnane, Kevin S; Howell, Leonard L",2011,7,Neuroimaging and drug taking in primates.,"Psychopharmacology (Berl)",216,"2","153-171",,18,"""NIDA NIH HHS"":""R37 DA010344-15"",""NIDA NIH HHS"":""K02 DA000517"",""NIDA NIH HHS"":""K02 DA000517-10"",""NCRR NIH HHS"":""P51 RR000165"",""NIDA NIH HHS"":""R01 DA012514"",""NIDA NIH HHS"":""DA12514"",""NIDA NIH HHS"":""DA16589"",""NIDA NIH HHS"":""R01 DA016589"",""NIDA NIH HHS"":""R37 DA010344"",""NIDA NIH HHS"":""DA10344"",""NCRR NIH HHS"":""RR00165"",""Intramural NIH HHS"":""Z01 DA000517"",""NIDA NIH HHS"":""R01 DA010344""",N,,2011-03-01,,Y,N
MED,14689485,,10.1002/cne.10981,"Beneyto, Monica; Meador-Woodruff, James H",2004,1,Expression of transcripts encoding AMPA receptor subunits and associated postsynaptic proteins in the macaque brain.,"J Comp Neurol",468,"4","530-554",,41,"""NIMH NIH HHS"":""MH53327""",N,,2004-01-01,,N,N
MED,9720110,PMC1692304,10.1098/rstb.1998.0271,"Krubitzer, L",1998,7,What can monotremes tell us about brain evolution?,"Philos Trans R Soc Lond B Biol Sci",353,"1372","1127-1146",,20,"",N,,1998-07-01,,Y,N
MED,2803601,,,"Clark, AS; Schwartz, ML; Goldman-Rakic, PS",1989,,GABA-immunoreactive neurons in the mediodorsal nucleus of the monkey thalamus.,"J Chem Neuroanat",2,"5","259-267",,8,"",N,,1989-09-01,,N,N
MED,15140912,,10.1152/jn.00995.2003,"Watanabe, Yumiko; Funahashi, Shintaro",2004,9,Neuronal activity throughout the primate mediodorsal nucleus of the thalamus during oculomotor delayed-responses. II. Activity encoding visual versus motor signal.,"J Neurophysiol",92,"3","1756-1769",,45,"",N,,2004-05-12,,N,N
MED,25824535,PMC4830294,10.1093/cercor/bhv051,"Rocco, Brad R; Sweet, Robert A; Lewis, David A; Fish, Kenneth N",2016,5,GABA-Synthesizing Enzymes in Calbindin and Calretinin Neurons in Monkey Prefrontal Cortex.,"Cereb Cortex",26,"5","2191-2204",,20,"""NIMH"":""MH071533"",""National Institutes of Health"":""ID_NOT_SUPPLIED"",""NSF"":""DGE-0549352"",""National Institute of Mental Health"":""ID_NOT_SUPPLIED"",""NIMH NIH HHS"":""MH096985"",""NIMH NIH HHS"":""R01 MH096985"",""NIMH"":""MH096985"",""NIMH"":""MH051234"",""NIMH NIH HHS"":""MH051234"",""NIMH NIH HHS"":""MH071533"",""NIMH NIH HHS"":""R01 MH071533""",N,,2015-03-30,,Y,N
MED,24220025,PMC3924521,10.1038/npp.2013.286,"Gallezot, Jean-Dominique; Kloczynski, Tracy; Weinzimmer, David; Labaree, David; Zheng, Ming-Qiang; Lim, Keunpoong; Rabiner, Eugenii A; Ridler, Khanum; Pittman, Brian; Huang, Yiyun; Carson, Richard E; Morris, Evan D; Cosgrove, Kelly P",2014,3,Imaging nicotine- and amphetamine-induced dopamine release in rhesus monkeys with [(11)C]PHNO vs [(11)C]raclopride PET.,"Neuropsychopharmacology",39,"4","866-874",,25,"""NIDA NIH HHS"":""K02 DA031750"",""NIDA NIH HHS"":""K01DA20651"",""NIDA NIH HHS"":""R03DA025820"",""NIDA NIH HHS"":""R03 DA025820"",""NCRR NIH HHS"":""UL1 RR024139"",""NIDA NIH HHS"":""K01 DA020651"",""NIDA NIH HHS"":""K02DA031750""",N,,2013-10-15,,Y,N
MED,29193484,PMC5807219,10.1002/hbm.23872,"Pool, Eva-Maria; Leimbach, Martha; Binder, Ellen; Nettekoven, Charlotte; Eickhoff, Simon B; Fink, Gereon R; Grefkes, Christian",2018,3,Network dynamics engaged in the modulation of motor behavior in stroke patients.,"Hum Brain Mapp",39,"3","1078-1092",,8,"""NIMH NIH HHS"":""R56 MH074457"",""Deutsche Forschungsgemeinschaft"":""EI 816/4-1"",""Deutsche Forschungsgemeinschaft"":""GR 3285/2-1"",""European Union Seventh Framework Programme"":""604102"",""Deutsche Forschungsgemeinschaft"":""GR3285/5-1"",""NIMH NIH HHS"":""R01 MH074457"",""National Institute of Mental Health"":""R01-MH074457"",""Marga and Walter Boll Foundation"":""ID_NOT_SUPPLIED"",""University of Cologne"":""ID_NOT_SUPPLIED"",""Deutsche Forschungsgemeinschaft"":""EI 816/6-1"",""Deutsche Forschungsgemeinschaft"":""LA 3071/3-1"",""Helmholtz Portfolio Theme “Supercomputing and Modeling for the Human Brain”"":""ID_NOT_SUPPLIED"",""Deutsche Forschungsgemeinschaft"":""KFO219-TP8""",N,,2017-11-28,2019-03-01,Y,N
MED,25918427,PMC4434692,10.1073/pnas.1419837112,"Li, Jingfeng M; Bentley, William J; Snyder, Lawrence H",2015,5,Functional connectivity arises from a slow rhythmic mechanism.,"Proc Natl Acad Sci U S A",112,"19","E2527-35",,25,"""HHS | NIH | National Institute of Mental Health"":""R21 MH093858"",""HHS | NIH | National Institute of Mental Health"":""R01 MH102471"",""NIMH NIH HHS"":""R01 MH102471"",""NIMH NIH HHS"":""R21 MH093858""",N,,2015-04-27,,Y,N
MED,22001603,,10.1016/j.nbd.2011.09.016,"Moran, A; Stein, E; Tischler, H; Bar-Gad, I",2012,1,Decoupling neuronal oscillations during subthalamic nucleus stimulation in the parkinsonian primate.,"Neurobiol Dis",45,"1","583-590",,38,"",N,,2011-10-07,,N,N
