INDEX	MACAQUE_COUNT_IN_TA	OTHER_SPIECIES_COUNT_IN_TA	TC_CT_COUNT_IN_TA	THALAM_COUNT_IN_TA	CORTEX_COUNT_IN_TA	INJECT_COUNT_IN_TA	METHOD_COUNT_IN_TA	CONNECT_COUNT_IN_TA	NOT_TT	NOT_MACAQUE_BUT_OTHERS	RELEVANCE_INDEX
2288	0.0	2.0	0.0	2.0	0.0	0.0	0.0	2.0	Y	Y	3.845143010338385
2063	0.0	16.0	0.0	2.0	8.0	0.0	0.0	0.0	Y	Y	3.845143010338385
9170	0.0	12.0	0.0	0.0	0.0	0.0	2.0	8.0		Y	3.845143010338385
7011	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	Y		3.845143010338385
9428	0.0	0.0	0.0	0.0	17.0	0.0	0.0	10.0	Y		3.843081151746453
4117	0.0	0.0	0.0	0.0	1.0	0.0	0.0	32.0	Y		3.843081151746453
4264	4.0	14.0	0.0	0.0	15.0	0.0	2.0	0.0	Y		3.8389317503391056
7565	0.0	13.0	0.0	0.0	25.0	0.0	0.0	8.0	Y	Y	3.826272846346961
2290	0.0	2.0	0.0	0.0	25.0	0.0	0.0	8.0		Y	3.826272846346961
7592	0.0	2.0	0.0	0.0	16.0	0.0	0.0	10.0	Y	Y	3.814501944826479
8808	3.0	7.0	0.0	0.0	0.0	0.0	7.0	0.0	Y		3.812309493079699
4353	0.0	4.0	0.0	1.0	1.0	0.0	1.0	1.0	Y	Y	3.812309493079699
4819	0.0	0.0	0.0	0.0	3.0	0.0	7.0	0.0	Y		3.812309493079699
6758	2.0	5.0	0.0	0.0	0.0	0.0	0.0	25.0	Y		3.807402682355537
5857	0.0	0.0	0.0	0.0	11.0	0.0	0.0	12.0	Y		3.807402682355537
7999	0.0	2.0	0.0	0.0	2.0	0.0	2.0	4.0	Y	Y	3.80666248977032
6966	0.0	11.0	0.0	0.0	2.0	0.0	2.0	4.0		Y	3.80666248977032
6614	14.0	5.0	0.0	0.0	4.0	0.0	2.0	0.0	Y		3.80666248977032
7513	0.0	7.0	0.0	0.0	8.0	0.0	0.0	14.0	Y	Y	3.80666248977032
7956	0.0	3.0	0.0	0.0	6.0	0.0	0.0	16.0	Y	Y	3.806168418583873
9614	0.0	21.0	0.0	0.0	6.0	0.0	0.0	16.0	Y	Y	3.806168418583873
9816	0.0	2.0	0.0	0.0	0.0	0.0	4.0	3.0		Y	3.8004512297710416
5897	0.0	0.0	0.0	0.0	4.0	0.0	0.0	19.0	Y		3.8004512297710407
9365	3.0	0.0	0.0	0.0	9.0	0.0	0.0	6.0	Y		3.790349876112282
4667	9.0	0.0	0.0	0.0	3.0	0.0	0.0	6.0	Y		3.790349876112282
7516	0.0	6.0	0.0	2.0	0.0	0.0	1.0	0.0		Y	3.786251492510192
2940	1.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	Y		3.786251492510192
4367	0.0	11.0	0.0	0.0	5.0	0.0	0.0	17.0	Y		3.786251492510192
10519	0.0	9.0	0.0	0.0	0.0	2.0	5.0	0.0		Y	3.786251492510192
9866	0.0	8.0	0.0	2.0	7.0	0.0	0.0	0.0	Y		3.786251492510192
7799	0.0	12.0	0.0	0.0	8.0	0.0	5.0	0.0	Y	Y	3.786251492510192
4562	0.0	17.0	0.0	0.0	3.0	0.0	0.0	21.0	Y	Y	3.7841896339182615
5932	0.0	0.0	0.0	0.0	3.0	0.0	0.0	21.0	Y		3.7841896339182615
8084	0.0	13.0	0.0	0.0	18.0	0.0	0.0	9.0		Y	3.7748045825772665
6166	2.0	2.0	0.0	0.0	0.0	0.0	0.0	24.0	Y		3.768181969202256
8962	0.0	0.0	0.0	0.0	10.0	0.0	0.0	12.0	Y		3.763896993860722
5169	2.0	2.0	0.0	0.0	16.0	0.0	0.0	5.0	Y		3.7576722855902176
9146	0.0	6.0	0.0	0.0	14.0	0.0	0.0	10.0	Y	Y	3.751920373349476
2364	0.0	3.0	0.0	0.0	7.0	0.0	0.0	14.0	Y	Y	3.7477709719421286
9136	0.0	6.0	0.0	0.0	17.0	0.0	0.0	9.0	Y	Y	3.7477709719421286
4752	27.0	6.0	0.0	0.0	3.0	0.0	0.0	3.0	Y		3.745543796767438
4103	0.0	0.0	0.0	0.0	6.0	0.0	0.0	15.0	Y		3.745543796767438
4517	0.0	14.0	0.0	0.0	6.0	0.0	0.0	15.0	Y	Y	3.745543796767438
4171	0.0	6.0	0.0	0.0	8.0	0.0	0.0	13.0		Y	3.737669618283368
3708	0.0	0.0	0.0	1.0	5.0	0.0	0.0	2.0	Y		3.727359974682001
8713	0.0	7.0	0.0	0.0	26.0	0.0	3.0	0.0		Y	3.7273599746820008
9012	2.0	2.0	0.0	0.0	8.0	0.0	0.0	7.0	Y		3.7273599746820008
6813	0.0	3.0	0.0	0.0	2.0	2.0	3.0	0.0		Y	3.7273599746820008
3898	0.0	18.0	0.0	1.0	1.0	0.0	2.0	0.0	Y		3.7273599746820008
9896	6.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	Y		3.7194857961979313
4923	0.0	16.0	0.0	2.0	6.0	0.0	0.0	0.0	Y	Y	3.7194857961979313
3828	6.0	3.0	0.0	2.0	0.0	0.0	0.0	0.0	Y		3.7194857961979313
2123	0.0	4.0	0.0	2.0	6.0	0.0	0.0	0.0	Y	Y	3.7194857961979313
7671	0.0	5.0	0.0	2.0	6.0	0.0	0.0	0.0	Y	Y	3.7194857961979313
9144	0.0	2.0	0.0	0.0	20.0	0.0	0.0	8.0	Y	Y	3.7194857961979313
8302	0.0	0.0	0.0	2.0	6.0	0.0	0.0	0.0	Y		3.7194857961979313
5270	0.0	3.0	0.0	0.0	13.0	0.0	0.0	10.0		Y	3.717423937606
7815	0.0	3.0	0.0	0.0	9.0	0.0	0.0	12.0	Y		3.71624190395856
6837	0.0	14.0	0.0	0.0	0.0	0.0	0.0	40.0		Y	3.713572066704309
4825	0.0	18.0	0.0	1.0	12.0	0.0	0.0	1.0		Y	3.708489810690577
5084	0.0	8.0	0.0	0.0	12.0	0.0	4.0	0.0		Y	3.696631547381919
8973	4.0	0.0	0.0	0.0	11.0	0.0	2.0	0.0	Y		3.695090714113215
6394	14.0	4.0	0.0	0.0	3.0	0.0	2.0	0.0	Y		3.695090714113215
7966	0.0	2.0	0.0	0.0	4.0	0.0	0.0	17.0	Y	Y	3.695090714113215
9399	0.0	13.0	0.0	0.0	4.0	0.0	0.0	17.0	Y	Y	3.695090714113215
10046	0.0	2.0	0.0	0.0	4.0	0.0	0.0	17.0	Y	Y	3.695090714113215
9572	0.0	0.0	0.0	0.0	15.0	0.0	0.0	9.0	Y		3.688879454113937
5174	0.0	0.0	0.0	0.0	3.0	0.0	0.0	19.0	Y		3.688879454113936
4729	0.0	5.0	0.0	0.0	2.0	0.0	0.0	22.0	Y	Y	3.684800360263205
3303	3.0	0.0	0.0	0.0	10.0	0.0	0.0	5.0	Y		3.683854286187186
10081	0.0	5.0	0.0	0.0	10.0	0.0	0.0	11.0	Y	Y	3.683854286187186
2365	0.0	21.0	0.0	0.0	10.0	0.0	0.0	11.0	Y	Y	3.683854286187186
4556	0.0	4.0	0.0	0.0	6.0	0.0	0.0	14.0	Y	Y	3.681005275629867
4678	0.0	4.0	0.0	0.0	6.0	0.0	0.0	14.0	Y	Y	3.681005275629867
9748	0.0	0.0	0.0	0.0	7.0	0.0	0.0	13.0	Y		3.678778100455176
8489	0.0	4.0	0.0	0.0	18.0	0.0	0.0	8.0	Y		3.66944406691944
3466	0.0	0.0	0.0	1.0	11.0	0.0	0.0	1.0	Y		3.668468456853809
6998	0.0	0.0	0.0	1.0	2.0	0.0	0.0	3.0	Y		3.668468456853809
6205	3.0	0.0	0.0	0.0	5.0	0.0	0.0	7.0	Y		3.668468456853809
9782	0.0	0.0	0.0	0.0	14.0	0.0	0.0	9.0	Y		3.656610193545152
9770	0.0	3.0	0.0	0.0	14.0	0.0	0.0	9.0		Y	3.656610193545152
7302	4.0	4.0	0.0	0.0	5.0	0.0	0.0	6.0	Y		3.6465088398863914
7459	0.0	0.0	0.0	2.0	5.0	0.0	0.0	0.0	Y		3.6424104562843023
6244	0.0	11.0	0.0	0.0	5.0	0.0	2.0	2.0		Y	3.642410456284301
4774	0.0	4.0	0.0	0.0	2.0	0.0	0.0	21.0	Y	Y	3.640348597692372
8498	0.0	0.0	0.0	0.0	11.0	0.0	0.0	10.0	Y		3.64034859769237
6642	0.0	3.0	0.0	0.0	3.0	0.0	0.0	18.0		Y	3.6375861597263857
5126	0.0	15.0	0.0	0.0	9.0	0.0	0.0	11.0	Y	Y	3.6361991962850233
7619	0.0	38.0	0.0	0.0	21.0	0.0	3.0	0.0		Y	3.624962768358994
493	0.0	9.0	0.0	1.0	10.0	0.0	0.0	1.0		Y	3.624962768358994
6902	0.0	0.0	0.0	0.0	13.0	0.0	0.0	9.0	Y		3.6221137578016753
2339	0.0	0.0	0.0	0.0	13.0	0.0	0.0	9.0	Y		3.6221137578016753
4478	0.0	0.0	0.0	0.0	16.0	0.0	0.0	8.0	Y		3.613831249364328
8167	0.0	4.0	0.0	0.0	16.0	0.0	0.0	8.0	Y	Y	3.613831249364328
2137	4.0	0.0	0.0	0.0	10.0	0.0	0.0	4.0	Y		3.613104505050336
8723	10.0	6.0	0.0	0.0	4.0	0.0	0.0	4.0	Y		3.613104505050336
5997	0.0	3.0	0.0	0.0	3.0	0.0	6.0	0.0	Y	Y	3.612012404142915
9963	0.0	0.0	0.0	0.0	3.0	0.0	6.0	0.0	Y		3.612012404142915
8405	0.0	5.0	0.0	0.0	6.0	0.0	0.0	13.0	Y	Y	3.612012404142915
7534	0.0	0.0	0.0	0.0	6.0	0.0	0.0	13.0	Y		3.612012404142915
5584	0.0	0.0	0.0	0.0	5.0	0.0	0.0	14.0	Y		3.6039299357162378
5525	0.0	2.0	0.0	0.0	5.0	0.0	0.0	14.0		Y	3.6039299357162378
5681	0.0	24.0	0.0	0.0	0.0	0.0	10.0	0.0		Y	3.596842909197556
6853	0.0	4.0	0.0	0.0	0.0	0.0	10.0	0.0		Y	3.596842909197556
6176	0.0	3.0	0.0	0.0	0.0	0.0	10.0	0.0		Y	3.596842909197556
4284	0.0	2.0	0.0	0.0	0.0	0.0	10.0	0.0		Y	3.596842909197556
5739	2.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	Y		3.593828582057478
5424	0.0	3.0	0.0	0.0	0.0	0.0	2.0	6.0		Y	3.593828582057478
5210	0.0	14.0	0.0	0.0	0.0	0.0	2.0	6.0		Y	3.593828582057478
6938	0.0	6.0	0.0	0.0	0.0	0.0	2.0	6.0	Y		3.593828582057478
7996	2.0	0.0	0.0	0.0	8.0	0.0	0.0	6.0	Y		3.593828582057478
9883	0.0	6.0	0.0	0.0	15.0	0.0	0.0	8.0	Y	Y	3.583518938456111
6217	8.0	4.0	0.0	0.0	8.0	0.0	0.0	3.0	Y		3.583518938456111
7160	0.0	0.0	0.0	0.0	15.0	0.0	0.0	8.0	Y		3.583518938456111
6170	2.0	11.0	0.0	0.0	0.0	0.0	2.0	3.0	Y		3.583518938456111
5446	0.0	3.0	0.0	0.0	3.0	0.0	0.0	17.0	Y		3.58351893845611
4124	0.0	3.0	0.0	0.0	3.0	0.0	0.0	17.0		Y	3.58351893845611
9694	0.0	18.0	0.0	0.0	0.0	0.0	0.0	35.0		Y	3.58351893845611
2274	0.0	0.0	0.0	0.0	3.0	0.0	0.0	17.0	Y		3.58351893845611
7320	0.0	6.0	0.0	0.0	4.0	0.0	0.0	15.0		Y	3.577307678456832
1715	3.0	0.0	0.0	0.0	19.0	0.0	0.0	3.0	Y		3.5773076784568314
7754	4.0	0.0	0.0	0.0	9.0	0.0	0.0	4.0	Y		3.5654494151481737
7400	0.0	3.0	0.0	0.0	0.0	0.0	0.0	34.0		Y	3.555348061489413
8392	4.0	0.0	0.0	0.0	4.0	0.0	0.0	6.0	Y		3.555348061489413
5422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0	Y		3.555348061489413
1561	4.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	Y		3.5512496778873244
1542	0.0	0.0	0.0	2.0	4.0	0.0	0.0	0.0	Y		3.5512496778873244
3769	4.0	4.0	0.0	2.0	0.0	0.0	0.0	0.0	Y		3.5512496778873244
2460	4.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	Y		3.5512496778873244
4484	0.0	5.0	0.0	2.0	4.0	0.0	0.0	0.0	Y	Y	3.5512496778873244
3950	0.0	15.0	0.0	2.0	4.0	0.0	0.0	0.0	Y		3.5512496778873244
7035	0.0	0.0	0.0	2.0	4.0	0.0	0.0	0.0	Y		3.5512496778873244
1926	0.0	0.0	0.0	2.0	4.0	0.0	0.0	0.0	Y		3.5512496778873244
1985	0.0	6.0	0.0	2.0	4.0	0.0	0.0	0.0		Y	3.5512496778873244
5999	0.0	2.0	0.0	2.0	4.0	0.0	0.0	0.0	Y	Y	3.5512496778873244
2283	0.0	0.0	0.0	2.0	4.0	0.0	0.0	0.0	Y		3.5512496778873244
4987	0.0	9.0	0.0	2.0	4.0	0.0	0.0	0.0	Y	Y	3.5512496778873244
7248	0.0	5.0	0.0	0.0	4.0	0.0	2.0	2.0		Y	3.5512496778873244
7984	0.0	7.0	0.0	0.0	9.0	0.0	0.0	10.0	Y	Y	3.5491878192953936
5445	0.0	17.0	0.0	0.0	11.0	0.0	0.0	9.0		Y	3.5450384178880463
4931	0.0	3.0	0.0	0.0	11.0	0.0	0.0	9.0		Y	3.5450384178880463
10300	0.0	11.0	0.0	0.0	11.0	0.0	0.0	9.0		Y	3.5450384178880463
7975	0.0	7.0	0.0	0.0	6.0	0.0	0.0	12.0		Y	3.537904431989193
4566	0.0	4.0	0.0	0.0	6.0	0.0	0.0	12.0	Y	Y	3.537904431989193
6088	0.0	8.0	0.0	0.0	3.0	0.0	0.0	16.0		Y	3.526360524616161
4450	0.0	0.0	0.0	0.0	3.0	0.0	0.0	16.0	Y		3.526360524616161
10255	2.0	0.0	0.0	0.0	23.0	0.0	0.0	3.0	Y		3.5246274206279185
7784	0.0	7.0	0.0	0.0	17.0	0.0	0.0	7.0		Y	3.5246274206279185
2483	5.0	0.0	0.0	0.0	2.0	0.0	0.0	7.0	Y		3.5246274206279185
8704	0.0	8.0	0.0	0.0	31.0	0.0	0.0	5.0	Y	Y	3.5246274206279185
2185	0.0	2.0	0.0	1.0	8.0	0.0	0.0	1.0		Y	3.5246274206279185
3248	4.0	0.0	0.0	0.0	8.0	0.0	0.0	4.0	Y		3.5127691573192608
7535	0.0	0.0	0.0	0.0	0.0	0.0	4.0	2.0	Y		3.5127691573192608
8096	0.0	2.0	0.0	0.0	4.0	0.0	0.0	14.0	Y	Y	3.5127691573192608
8641	0.0	3.0	0.0	0.0	4.0	0.0	0.0	14.0	Y	Y	3.5127691573192608
8985	8.0	0.0	0.0	0.0	4.0	0.0	0.0	4.0	Y		3.5127691573192608
4441	0.0	6.0	0.0	0.0	4.0	0.0	0.0	14.0		Y	3.5127691573192608
5370	0.0	3.0	0.0	0.0	10.0	0.0	0.0	9.0		Y	3.501532729393232
9545	0.0	0.0	0.0	0.0	10.0	0.0	0.0	9.0	Y		3.501532729393232
4223	0.0	3.0	0.0	0.0	10.0	0.0	0.0	9.0	Y		3.501532729393232
7871	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	Y		3.4965075614664807
7177	8.0	4.0	0.0	0.0	0.0	0.0	0.0	10.0	Y		3.4965075614664807
5973	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	Y		3.4965075614664807
7676	0.0	4.0	0.0	0.0	2.0	0.0	0.0	18.0		Y	3.4937451235004957
8998	0.0	4.0	0.0	0.0	2.0	0.0	0.0	18.0	Y	Y	3.4937451235004957
8701	0.0	0.0	0.0	0.0	2.0	0.0	0.0	18.0	Y		3.4937451235004957
7152	0.0	16.0	0.0	0.0	1.0	0.0	0.0	22.0		Y	3.482067806209123
6358	0.0	0.0	0.0	0.0	12.0	0.0	0.0	8.0	Y		3.479699256066988
6252	0.0	7.0	0.0	0.0	12.0	0.0	0.0	8.0		Y	3.479699256066988
8745	0.0	2.0	0.0	0.0	12.0	0.0	0.0	8.0	Y	Y	3.479699256066988
9543	2.0	6.0	0.0	0.0	13.0	0.0	0.0	4.0	Y		3.4782727215757845
6361	12.0	0.0	0.0	0.0	4.0	0.0	0.0	3.0	Y		3.473487996067709
10308	0.0	7.0	0.0	0.0	2.0	0.0	6.0	0.0	Y	Y	3.468171367917025
5693	0.0	3.0	0.0	0.0	20.0	0.0	0.0	6.0		Y	3.4681713679170247
8085	2.0	0.0	0.0	0.0	6.0	0.0	0.0	6.0	Y		3.4681713679170247
7939	0.0	7.0	0.0	3.0	0.0	0.0	0.0	0.0	Y	Y	3.465735902799727
4048	0.0	8.0	0.0	3.0	0.0	0.0	0.0	0.0		Y	3.465735902799727
10336	0.0	3.0	0.0	3.0	0.0	0.0	0.0	0.0		Y	3.465735902799727
4834	0.0	3.0	0.0	0.0	0.0	0.0	3.0	3.0	Y		3.465735902799727
9434	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	Y		3.465735902799727
5096	0.0	9.0	0.0	0.0	0.0	3.0	3.0	0.0		Y	3.465735902799727
5317	0.0	3.0	0.0	0.0	15.0	0.0	0.0	7.0	Y		3.465735902799727
2016	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	Y		3.465735902799727
4021	0.0	6.0	0.0	3.0	0.0	0.0	0.0	0.0	Y	Y	3.465735902799727
7462	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	Y		3.465735902799727
8733	0.0	6.0	0.0	3.0	0.0	0.0	0.0	0.0		Y	3.465735902799727
4188	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	Y		3.465735902799727
5170	0.0	0.0	0.0	0.0	15.0	0.0	0.0	7.0	Y		3.465735902799727
7430	0.0	2.0	0.0	0.0	0.0	3.0	3.0	0.0		Y	3.465735902799727
7636	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	Y		3.465735902799727
4027	0.0	8.0	0.0	3.0	0.0	0.0	0.0	0.0		Y	3.465735902799727
3636	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	Y		3.465735902799727
8848	0.0	3.0	0.0	3.0	0.0	0.0	0.0	0.0	Y	Y	3.465735902799727
10697	0.0	5.0	0.0	3.0	0.0	0.0	0.0	0.0		Y	3.465735902799727
9225	0.0	7.0	0.0	3.0	0.0	0.0	0.0	0.0		Y	3.465735902799727
10174	0.0	9.0	0.0	3.0	0.0	0.0	0.0	0.0		Y	3.465735902799727
1842	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0			3.4657359027997265
8532	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0			3.4657359027997265
6454	1.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0			3.4657359027997265
9122	0.0	0.0	0.0	0.0	5.0	0.0	0.0	12.0	Y		3.4608290920755644
5302	6.0	0.0	0.0	0.0	3.0	0.0	0.0	5.0	Y		3.457861724315657
8830	0.0	6.0	0.0	0.0	6.0	3.0	0.0	2.0		Y	3.457861724315657
5256	0.0	3.0	0.0	0.0	6.0	0.0	0.0	11.0		Y	3.457861724315657
9801	0.0	6.0	0.0	0.0	6.0	0.0	0.0	11.0		Y	3.457861724315657
6263	0.0	9.0	0.0	0.0	6.0	0.0	0.0	11.0	Y	Y	3.457861724315657
8451	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	Y		3.4538776394910693
6325	0.0	8.0	0.0	0.0	9.0	0.0	0.0	9.0	Y	Y	3.4538776394910693
5261	0.0	7.0	0.0	0.0	9.0	0.0	0.0	9.0	Y		3.4538776394910693
8101	0.0	13.0	0.0	0.0	9.0	0.0	0.0	9.0		Y	3.4538776394910693
6175	1.0	1.0	0.0	0.0	4.0	0.0	0.0	9.0	Y		3.4538776394910693
3914	1.0	8.0	0.0	0.0	4.0	0.0	0.0	9.0	Y		3.4538776394910693
7692	0.0	0.0	0.0	0.0	4.0	0.0	0.0	13.0	Y		3.4437762858323087
7637	0.0	6.0	0.0	0.0	19.0	0.0	0.0	6.0	Y	Y	3.4437762858323087
5558	0.0	8.0	0.0	0.0	4.0	0.0	0.0	13.0	Y	Y	3.4437762858323087
4912	2.0	0.0	0.0	0.0	12.0	0.0	0.0	4.0	Y		3.441218735498924
4886	0.0	2.0	0.0	2.0	3.0	0.0	0.0	0.0	Y	Y	3.43967790223022
2143	0.0	2.0	0.0	2.0	3.0	0.0	0.0	0.0		Y	3.43967790223022
9393	0.0	11.0	0.0	2.0	0.0	0.0	0.0	1.0	Y		3.43967790223022
9668	0.0	0.0	0.0	2.0	3.0	0.0	0.0	0.0	Y		3.43967790223022
8944	0.0	2.0	0.0	2.0	3.0	0.0	0.0	0.0		Y	3.43967790223022
6181	0.0	0.0	0.0	0.0	11.0	0.0	0.0	8.0	Y		3.43967790223022
2369	0.0	11.0	0.0	0.0	11.0	0.0	0.0	8.0		Y	3.43967790223022
7796	0.0	7.0	0.0	0.0	7.0	0.0	0.0	10.0		Y	3.437616043638289
8179	0.0	0.0	0.0	0.0	7.0	0.0	0.0	10.0	Y		3.437616043638289
6494	0.0	30.0	0.0	0.0	0.0	0.0	0.0	30.0		Y	3.4339872044851463
4706	0.0	2.0	0.0	0.0	0.0	0.0	0.0	30.0		Y	3.4339872044851463
4757	4.0	0.0	0.0	0.0	2.0	0.0	3.0	0.0	Y		3.433466642230941
5433	4.0	4.0	0.0	0.0	6.0	0.0	2.0	0.0	Y		3.425592463746871
10050	0.0	4.0	0.0	0.0	8.0	0.0	0.0	9.0	Y		3.4011973816621563
10030	0.0	0.0	0.0	0.0	8.0	0.0	0.0	9.0	Y		3.4011973816621563
9650	0.0	7.0	0.0	0.0	0.0	0.0	0.0	29.0	Y	Y	3.401197381662156
7907	0.0	19.0	0.0	0.0	0.0	0.0	0.0	29.0	Y	Y	3.401197381662156
8172	0.0	2.0	0.0	0.0	13.0	0.0	0.0	7.0	Y		3.398970206487465
5046	0.0	6.0	0.0	0.0	10.0	0.0	0.0	8.0		Y	3.3961722137354053
2398	0.0	4.0	0.0	0.0	10.0	0.0	0.0	8.0		Y	3.3961722137354053
7857	0.0	6.0	0.0	0.0	10.0	0.0	0.0	8.0	Y	Y	3.3961722137354053
6990	0.0	2.0	0.0	0.0	10.0	0.0	0.0	8.0	Y	Y	3.3961722137354053
9340	0.0	7.0	0.0	0.0	10.0	0.0	0.0	8.0	Y	Y	3.3961722137354053
6360	10.0	12.0	0.0	0.0	8.0	0.0	0.0	2.0	Y		3.3961722137354045
9819	0.0	2.0	0.0	0.0	6.0	0.0	4.0	0.0		Y	3.3871119431788075
5314	2.0	0.0	0.0	0.0	17.0	0.0	0.0	3.0	Y		3.3807863844020285
2405	0.0	5.0	0.0	1.0	0.0	0.0	2.0	0.0		Y	3.380786384402028
10418	0.0	0.0	0.0	1.0	2.0	0.0	0.0	2.0	Y		3.380786384402028
8120	0.0	6.0	0.0	1.0	2.0	2.0	0.0	0.0		Y	3.380786384402028
5629	0.0	4.0	0.0	0.0	23.0	0.0	0.0	5.0	Y		3.380786384402028
9229	0.0	0.0	0.0	0.0	6.0	0.0	0.0	10.0	Y		3.3708503473260274
7501	0.0	2.0	0.0	0.0	6.0	0.0	0.0	10.0	Y	Y	3.3708503473260274
7277	0.0	0.0	0.0	0.0	6.0	0.0	0.0	10.0	Y		3.3708503473260274
5803	0.0	5.0	0.0	0.0	4.0	0.0	0.0	12.0	Y	Y	3.3696683136785865
4076	0.0	8.0	0.0	0.0	4.0	0.0	0.0	12.0		Y	3.3696683136785865
8901	0.0	0.0	0.0	0.0	4.0	0.0	0.0	12.0	Y		3.3696683136785865
9459	0.0	6.0	0.0	0.0	4.0	0.0	0.0	12.0	Y	Y	3.3696683136785865
6347	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	Y		3.367295829986474
7060	0.0	3.0	0.0	0.0	16.0	0.0	0.0	6.0	Y	Y	3.362516821083421
10185	0.0	8.0	0.0	0.0	12.0	0.0	3.0	0.0	Y	Y	3.3619162204106043
4173	0.0	1.0	0.0	0.0	9.0	0.0	0.0	8.0		Y	3.348517123833243
7128	0.0	2.0	0.0	0.0	9.0	0.0	0.0	8.0	Y		3.348517123833243
2855	7.0	6.0	0.0	0.0	0.0	0.0	0.0	9.0	Y		3.342305863833964
2581	0.0	0.0	0.0	0.0	7.0	0.0	0.0	9.0	Y		3.342305863833964
6247	0.0	4.0	0.0	0.0	3.0	0.0	0.0	13.0	Y	Y	3.332204510175204
7382	3.0	3.0	0.0	0.0	0.0	0.0	0.0	13.0	Y		3.332204510175204
6380	0.0	6.0	0.0	0.0	15.0	0.0	0.0	6.0	Y		3.332204510175204
4574	0.0	3.0	0.0	0.0	3.0	0.0	0.0	13.0	Y	Y	3.332204510175204
7094	0.0	10.0	0.0	0.0	30.0	0.0	0.0	4.0	Y	Y	3.3264315146766736
9174	0.0	0.0	0.0	0.0	2.0	0.0	0.0	15.0	Y		3.321894866573836
6784	5.0	0.0	0.0	0.0	7.0	0.0	0.0	3.0	Y		3.321894866573836
3667	0.0	0.0	0.0	1.0	5.0	0.0	0.0	1.0	Y		3.321894866573836
6158	0.0	0.0	0.0	0.0	11.0	0.0	0.0	7.0	Y		3.321894866573836
7413	2.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	Y		3.321894866573836
4840	2.0	1.0	0.0	0.0	1.0	0.0	4.0	0.0	Y		3.310036603265178
9491	0.0	0.0	0.0	0.0	14.0	0.0	0.0	6.0	Y		3.2999352496064187
7728	0.0	0.0	0.0	0.0	14.0	0.0	0.0	6.0	Y		3.2999352496064187
9217	0.0	0.0	0.0	0.0	14.0	0.0	0.0	6.0	Y		3.2999352496064187
8667	0.0	2.0	0.0	0.0	8.0	0.0	0.0	8.0	Y	Y	3.295836866004329
7246	0.0	3.0	0.0	0.0	2.0	0.0	2.0	2.0	Y	Y	3.295836866004329
7423	0.0	2.0	0.0	2.0	2.0	0.0	0.0	0.0	Y	Y	3.295836866004329
2221	0.0	12.0	0.0	2.0	2.0	0.0	0.0	0.0		Y	3.295836866004329
6735	0.0	14.0	0.0	2.0	2.0	0.0	0.0	0.0		Y	3.295836866004329
2368	0.0	6.0	0.0	0.0	0.0	0.0	8.0	0.0	Y	Y	3.295836866004329
2216	0.0	12.0	0.0	2.0	2.0	0.0	0.0	0.0	Y	Y	3.295836866004329
6518	0.0	4.0	0.0	0.0	8.0	0.0	0.0	8.0		Y	3.295836866004329
6956	0.0	0.0	0.0	0.0	8.0	0.0	0.0	8.0	Y		3.295836866004329
6246	0.0	6.0	0.0	0.0	0.0	0.0	0.0	26.0	Y		3.295836866004329
2189	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	Y		3.295836866004329
10589	0.0	14.0	0.0	2.0	2.0	0.0	0.0	0.0		Y	3.295836866004329
8899	0.0	2.0	0.0	0.0	8.0	0.0	0.0	8.0	Y	Y	3.295836866004329
7714	0.0	11.0	0.0	2.0	2.0	0.0	0.0	0.0	Y	Y	3.295836866004329
5218	0.0	2.0	0.0	2.0	2.0	0.0	0.0	0.0	Y	Y	3.295836866004329
7270	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	Y		3.295836866004329
2201	0.0	10.0	0.0	2.0	2.0	0.0	0.0	0.0		Y	3.295836866004329
4191	0.0	2.0	0.0	0.0	0.0	0.0	0.0	26.0	Y	Y	3.295836866004329
3823	0.0	2.0	0.0	2.0	2.0	0.0	0.0	0.0		Y	3.295836866004329
8974	2.0	9.0	0.0	0.0	0.0	0.0	2.0	2.0	Y		3.295836866004329
