INDEX	TT?(Y/N/MB/NA)	MACAQUE?(Y/N/MB/NA)	TC_OR_CT?(Y/N/MB/NA)	RELEVANT?(Y/N/MB/NA)	REVIEW(Y/N)	READ_BY(A/D/R)	COMMENT	DOI	PMID	PMCID	FULL_TEXT_URL	PDF_URL	TITLE	ABSTRACT	KEYWORDS
7024						D		10.1073/pnas.ss11322		PMC4896707	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4896707/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4896707/pdf/pnas.ss11322.pdf	PNAS Plus Significance Statements		
7029						D		10.2147/eb.s64016	26388695.0	PMC4574956	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4574956/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4574956/pdf/eb-6-001.pdf	Current research on the organization and function of the visual system in primates		
7042						D		10.1093/bja/aex161	28969321.0	PMC6172971	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6172971/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6172971/pdf/main.pdf	Anaesthesia-induced developmental neurotoxicity: reality or fiction?		
7057								10.1212/nxi.0000000000000644	31831570.0	PMC6935839	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6935839/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6935839/pdf/NEURIMMINFL2019025205.pdf	N2 year in review		
7072								10.12688/f1000research.7287.1	26834997.0	PMC4706052	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4706052/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4706052/pdf/f1000research-4-7854.pdf	"The dorsal posterior insula is not an island in pain but subserves a fundamental role - Response to: “Evidence against pain specificity in the dorsal posterior insula” by Davis
et al."		Pain; insula; brain imaging; ASL
7121						D				PMC6725050	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6725050/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6725050/pdf/0025000i.pdf	This Week in The Journal		
7168								10.1152/jn.00385.2020	33852803.0	PMC8325605	https://journals.physiology.org/doi/10.1152/jn.00385.2020	https://journals.physiology.org/doi/epdf/10.1152/jn.00385.2020	Compensating for a shifting world: evolving reference frames of visual and auditory signals across three multimodal brain areas		
7180								10.1002/cne.23840	26103943.0	PMC4591172	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4591172/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4591172/pdf/nihms702488.pdf	From Paul Broca’s great limbic lobe to the limbic system		
7211								10.1093/schbul/sbaa028		PMC7234252	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7234252/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7234252/pdf/sbaa028.pdf	SIRS 2020 Abstracts		
7265								10.1038/npp.2016.239		PMC5149583	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5149583/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5149583/pdf/npp2016239a.pdf	"ACNP 55th Annual Meeting: Panels; Mini-Panels and Study Groups
December 4 — 8; 2016"		
7281								10.1177/17590914211039028	34612709.0	PMC8514745	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8514745/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8514745/pdf/10.1177_17590914211039028.pdf	2021 ASN Virtual Meeting Abstracts		
7286								10.1016/b978-0-12-815134-1.00003-9	32792868.0	PMC7423190	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7423190/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7423190/pdf/nihms-1612736.pdf	Neuronal diversity of the amygdala and the bed nucleus of the stria terminalis		
7287						D		10.1136/jnnp.74.1.106	12486278.0	PMC1738173	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1738173/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1738173/pdf/v074p00106.pdf	A case of frontal network amnesia		
7290								10.1161/strokeaha.115.007776	26272384.0	PMC4589478	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4589478/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4589478/pdf/nihms710736.pdf	Modeling ischemia in the immature brain: how translational are animal models?		hypoxic-ischemic encephalopathy; preterm; neonate; inflammation; immune; stroke; middle cerebral artery occlusion
7363								10.1007/s11307-021-01694-x	34982366.0	PMC8725634	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8725634/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8725634/pdf/11307_2021_Article_1694.pdf	Proceedings of the World Molecular Imaging Congress 2021; October 5-8; 2021: Late-Breaking Abstracts		
7389								10.1177/2041669517709809		PMC5446104	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5446104/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5446104/pdf/10.1177_2041669517709809.pdf	Scottish Vision Group Meeting; Isle of Arran; Scotland; 10–12 March 2017		
7464								10.1016/j.idc.2017.10.007	29224854.0	PMC5801071	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5801071/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5801071/pdf/nihms917806.pdf	Encephalitis in US Children		Encephalitis; Meningoencephalitis; Myelitis; Herpes Simplex Virus; Enterovirus; Mycoplasma; anti-NMDA; Arbovirus
7526								10.3389/fnhum.2013.00039	23450981.0	PMC3583107	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3583107/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3583107/pdf/fnhum-07-00039.pdf	How plausible is a subcortical account of rapid visual recognition?		
7528						D				PMC6729255	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6729255/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6729255/pdf/024000i.pdf	This Week in the Journal		
7529						D		10.1186/2042-1001-1-8	22330306.0	PMC3278388	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3278388/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3278388/pdf/2042-1001-1-8.pdf	The 8th annual computational and systems neuroscience (Cosyne) meeting		
7540						D		10.1186/1471-2202-12-s1-p137		PMC3240231	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3240231/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3240231/pdf/1471-2202-12-S1-P137.pdf	Sequential tests and biologically grounded multi-alternative decision making		
7550								10.1038/s41386-019-0547-9	31801974.0	PMC6957926	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6957926/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6957926/pdf/41386_2019_Article_547.pdf	ACNP 58th Annual Meeting: Poster Session III		typeclinical-trial;attrstextNCT;termidNCT
7554								10.1016/j.brainres.2018.04.030	29705605.0	PMC6204123	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6204123/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6204123/pdf/nihms968031.pdf	The role of Catecholamines in HIV Neuropathogenesis		
7563								10.1152/physrev.00024.2021	35001666.0	PMC8934682	https://journals.physiology.org/doi/10.1152/physrev.00024.2021	https://journals.physiology.org/doi/epdf/10.1152/physrev.00024.2021	The role of junctophilin proteins in cellular function		
7567								10.1080/19336896.2022.2091286		PMC9467582	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9467582/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9467582/pdf/KPRN_16_2091286.pdf	Prion 2022 Conference abstracts: pushing the boundaries		
7584								10.1136/ard.55.7.411	8774157.0	PMC1010201	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1010201/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1010201/pdf/annrheumd00352-0009.pdf	Cerebral mechanisms operating in the presence and absence of inflammatory pain.		
7620								10.1016/j.ncl.2009.08.001	19853214.0	PMC2811050	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2811050/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2811050/pdf/nihms138295.pdf	The Emerging Architecture of Neuropsychological Impairment in Epilepsy		Neuropsychology; Epilepsy; Neuroimaging; Temporal lobe epilepsy; White matter
7647						D		10.1136/jnnp.73.6.656	12438465.0	PMC1757357	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1757357/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1757357/pdf/v073p00656.pdf	Eugene Jamot (1879–1937)		
7658								10.1016/j.neuron.2009.11.026	20005827.0	PMC2818836	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2818836/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2818836/pdf/nihms167299.pdf	Rapid axonal sprouting and pruning accompany functional reorganization in primary visual cortex		
7680								10.1177/0271678x19850985		PMC6610572	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6610572/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6610572/pdf/10.1177_0271678X19850985.pdf	"The Niels Lassen Award Session and Oral
Sessions"		
7777								10.1213/ane.0000000000002442	29049116.0	PMC5679134	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5679134/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5679134/pdf/nihms896918.pdf	Basic/translational Development of Forthcoming Opioid and Non-Opioid Targeted Pain Therapeutics		
7811								10.1016/j.expneurol.2010.12.001	21146527.0	PMC3040249	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3040249/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3040249/pdf/nihms258584.pdf	The effects of chronic levodopa treatments on the neuronal firing properties of the subthalamic nucleus and substantia nigra reticulata in hemiparkinsonian rhesus monkeys		
7814				N		D		10.1089/brain.2011.0020	22432950.0	PMC3621355	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3621355/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3621355/pdf/brain.2011.0020.pdf	Brain Connectivity: A New Journal Emerges		
7862								10.1136/jnnp.62.1.2	9010390.0	PMC486685	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC486685/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC486685/pdf/jnnpsyc00001-0010.pdf	Surgery for Parkinson's disease.		
7911								10.1152/jn.00561.2020	33427596.0	PMC7948146	https://journals.physiology.org/doi/10.1152/jn.00561.2020	https://journals.physiology.org/doi/epdf/10.1152/jn.00561.2020	The detailed organization of the human cerebellum estimated by intrinsic functional connectivity within the individual		
7944						D				PMC6665429	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6665429/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6665429/pdf/znsi.pdf	This Week in The Journal		
7977								10.1538/expanim.64suppl-s	26084300.0	PMC5338214	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5338214/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5338214/pdf/expanim-64-S5.pdf	Symposium		
8001								10.1038/npp.2015.327	26632288.0	PMC4672312	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4672312/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4672312/pdf/npp2015327a.pdf	"Poster Session III
Wednesday; December 9; 2015"		typeentrez-nucleotide;attrstextMH;termid;termtextMH
8022						D		10.1523/jneurosci.1876-09.2009	19553434.0	PMC6666055	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6666055/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6666055/pdf/zns7945.pdf	Mean–Variance or Prospect Theory? The Nature of Value Representations in the Human Brain		
8042								10.1177/2041669519877985		PMC6794663	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6794663/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6794663/pdf/10.1177_2041669519877985.pdf	"The 15th Asia-Pacific Conferenceon Vision (APCV);
2019"		typeentrez-nucleotide;attrstextEY;termid
8057								10.1038/npp.2014.280		PMC4261147	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4261147/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4261147/pdf/npp2014280a.pdf	"Poster Session I
Monday; December 08; 2014"		typeentrez-nucleotide;attrstextAA;termid;termtextAA
8066								10.1002/mds.26711	27411508.0	PMC4981531	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4981531/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4981531/pdf/nihms794267.pdf	"Nocardia asteroides-induced movement abnormalities in mice:
relevance for Parkinson's disease?"		Animal models; motor abnormalities; mouse; Nocardia; Parkinsons disease
8068								10.1080/24740527.2022.2088027		PMC9377230	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9377230/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9377230/pdf/UCJP_6_2088027.pdf	Research Poster Abstracts		
8070								10.1186/s12576-021-00809-x		PMC8373421	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8373421/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8373421/pdf/12576_2021_Article_809.pdf	Proceedings of the Joint Meeting of the 126th Annual Meeting of The Japanese Association of Anatomists and the 98th Annual Meeting of The Physiological Society of Japan		
8075								10.1523/eneuro.0080-17.2017	28660245.0	PMC5482114	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5482114/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5482114/pdf/ENEURO.0080-17.2017.pdf	Plasticity in the Structure of Visual Space		Lateral connections; visual plasticity; visual space
8091						D				PMC6670517	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6670517/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6670517/pdf/znsi.pdf	This Week in The Journal		
8099						D		10.1523/jneurosci.0236-06.2006	16597714.0	PMC6674136	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6674136/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6674136/pdf/zns3624.pdf	Surround Suppression in the Early Visual System		
8111								10.1177/2398212819855490		PMC8842476	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8842476/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8842476/pdf/10.1177_2398212819855490.pdf	Abstract		
8118								10.1007/s11307-021-01693-y	34982365.0	PMC8725635	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8725635/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8725635/pdf/11307_2021_Article_1693.pdf	Proceedings of the World Molecular Imaging Congress 2021; October 5-8; 2021: General Abstracts		
8125								10.1186/s12868-016-0283-6	27534393.0	PMC5001212	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5001212/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5001212/pdf/12868_2016_Article_283.pdf	25th Annual Computational Neuroscience Meeting: CNS-2016		
8143								10.1136/jnnp.73.4.453	12235320.0	PMC1738060	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1738060/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1738060/pdf/v073p00453.pdf	Vim thalamotomy for Holmes' tremor secondary to midbrain tumour		
8196						D		10.1136/jnnp.2004.040279	15774449.0	PMC1739610	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1739610/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1739610/pdf/v076p00573.pdf	Linear high intensity area along the medial margin of the internal segment of the globus pallidus in Machado-Joseph disease patients		
8204								10.1038/sj.bjp.0706697	16501582.0	PMC1617048	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1617048/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1617048/pdf/148-0706697a.pdf	"[3H]{""type"":""entrez-nucleotide"";""attrs"":{""text"":""GR205171"";""term_id"":""238470896"";""term_text"":""GR205171""}}GR205171 displays similar NK1 receptor binding profile in gerbil and human brain"		typeentrez-nucleotide;attrstextGR;termid;termtextGRGR; substance P; NK receptor; binding; gerbil brain; human brain
8212								10.1038/npp.2017.264		PMC5719065	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5719065/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5719065/pdf/npp2017264a.pdf	ACNP 56th Annual Meeting: Poster Session I; December 4; 2017		typeclinical-trial;attrstextNCT;termidNCT
8219								10.1016/b978-0-7020-7463-9.50028-8		PMC9771678	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9771678/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9771678/pdf/main.pdf	T		
8242								10.1007/bf03405843		PMC7103898	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7103898/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7103898/pdf/12576_2015_Article_BF03405843.pdf	Symposium		
8272								10.1080/19336896.2016.1162644	27088811.0	PMC7043318	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7043318/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7043318/pdf/kprn-10-S1-1162644.pdf	Prion 2016 Poster Abstracts		Prion
8274								10.12688/wellcomeopenres.15058.1	30984877.0	PMC6439485	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6439485/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6439485/pdf/wellcomeopenres-4-16428.pdf	The Virtual Electrode Recording Tool for EXtracellular Potentials (VERTEX) Version 2.0: Modelling in vitro electrical stimulation of brain tissue		Electrical Stimulation; Local Field Potential; Neocortex; Synaptic Plasticity; Spike-timing Dependent Plasticity; Short Term Plasticity; Long Term Potentiation
8308								10.1038/jcbfm.2012.80		PMC3421083	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3421083/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3421083/pdf/jcbfm201280a.pdf	Methodology Poster Abstracts		
8316								10.1038/npp.2014.279	25466712.0	PMC4261146	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4261146/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4261146/pdf/npp2014279a.pdf	Panel; Mini-panel; and Study Group		
8355								10.1177/1759091419834821		PMC6501469	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6501469/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6501469/pdf/10.1177_1759091419834821.pdf	Abstracts of the 2018 Meeting of ArgentineSociety for Research in Neurosciences		
8363						D				PMC1073163	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1073163/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1073163/pdf/jnnpsyc00039-0137d.pdf	MATTERS ARISING		
8378								10.1016/j.jneumeth.2010.11.021	21134401.0	PMC3118562	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3118562/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3118562/pdf/nihms264731.pdf	Using Paired Pulse TMS to Facilitate Contralateral and Ipsilateral MEPs in Upper Extremity Muscles of Chronic Hemiparetic Stroke Patients		
8383								10.1038/npp.2016.240		PMC5149584	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5149584/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5149584/pdf/npp2016240a.pdf	"ACNP 55th Annual Meeting: Poster Session I
December 5; 2016"		typeclinical-trial;attrstextNCT;termidNCT
8410								10.1038/s41386-020-00891-6	33279935.0	PMC7735200	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7735200/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7735200/pdf/41386_2020_Article_891.pdf	ACNP 59th Annual Meeting: Poster Session II		typeclinical-trial;attrstextNCT;termidNCT
8445						D		10.1073/pnas.0707885104	17925439.0	PMC2034250	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2034250/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2034250/pdf/zpq16396.pdf	Has evolution primed humans to “beware the beast”?		
8450								10.1007/s11307-022-01794-2	36648635.0	PMC9844952	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9844952/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9844952/pdf/11307_2022_Article_1794.pdf	World Molecular Imaging Congress 2022		Molecular Imaging and Biology
8456						D		10.1371/journal.pbio.1000304	20126382.0	PMC2814825	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2814825/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2814825/pdf/pbio.1000304.pdf	Touch Neurons Have a Good Sense of Direction		
8466								10.1186/s12868-017-0370-3		PMC5592436	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5592436/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5592436/pdf/12868_2017_Article_370.pdf	26th Annual Computational Neuroscience Meeting (CNS*2017): Part 1		
8470						D		10.1155/np.1999.23		PMC2565345	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2565345/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2565345/pdf/NP-06-S1-023.pdf	Symposium 6: Memory and Amnesia in Man and Animals		
8472								10.1523/jneurosci.20-14-j0001.2000		PMC6772306	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6772306/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6772306/pdf/ns001a.pdf	Erratum for Woods et al.; Progressive Transneuronal Changes in the Brainstem and Thalamus after Long-Term Dorsal Rhizotomies in Adult Macaque Monkeys		
8487								10.1038/npp.2013.279		PMC6863400	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6863400/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6863400/pdf/41386_2013_Article_BFnpp2013279.pdf	Poster Session I		typeentrez-nucleotide;attrstextDA;termid
8513								10.1093/schbul/sby014		PMC5905517	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5905517/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5905517/pdf/sby014.pdf	Abstracts for the Sixth Biennial SIRS Conference		
8541										PMC8367499	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8367499/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8367499/pdf/ajnr_14_6_004.pdf	Unraveling the Neuroanatomy of Epilepsy		Hypothalamus; Brain; anatomy; Brain; magnetic resonance; Seizures; Brain; temporal lobe
8613						D		10.1523/jneurosci.0009-09.2009	19321763.0	PMC2684447	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2684447/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2684447/pdf/zns3673.pdf	Neural Correlates of High-Frequency Intracortical and Epicortical Field Potentials		
8627						D			5761749.0	PMC1232028	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1232028/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1232028/pdf/janat00399-0039.pdf	Efferent projections of the nucleus ventralis lateralis. An experimental study in the cat.		
8657								10.1177/23969873221087559		PMC9073161	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9073161/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9073161/pdf/10.1177_23969873221087559.pdf	ESOC 2022 Abstract Book		B Ettimoottil Varghese
8692								10.1016/j.expneurol.2010.09.001	20832408.0	PMC3108022	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3108022/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3108022/pdf/nihms292863.pdf	Decreased glutamic acid decarboxylase mRNA expression in prefrontal cortex in Parkinson’s disease		GABA; Parkinsons disease; prefrontal cortex; glutamic acid decarboxylase; mRNA
8696								10.1080/19336896.2015.1036655	25970045.0	PMC5019500	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5019500/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5019500/pdf/kprn-09-00-1036655.pdf	Prion 2015 Oral Abstracts		
8700									13295150.0	PMC1244820	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1244820/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1244820/pdf/janat00455-0040.pdf	Terminal degeneration in the diencephalon after ablation of frontal cortex in the cat		
8764								10.1136/jnnp.62.6.549	9219736.0	PMC1074134	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1074134/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1074134/pdf/jnnpsyc00006-0001.pdf	Contemporary theories of consciousness.		
8804								10.1038/nrn2741	19904279.0	PMC2895763	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2895763/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2895763/pdf/nihms203173.pdf	Plasticity and stability of visual field maps in adult primary visual cortex		
8845						D		10.1111/j.1750-3639.1997.tb01019.x		PMC8098495	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8098495/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8098495/pdf/BPA-7-1243.pdf	Prion Diseases		
8851									14229990.0	PMC1261343	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1261343/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1261343/pdf/janat00425-0122.pdf	Cortical connexions of the thalamic reticular nucleus		
8857								10.1093/neuonc/noaa222		PMC7715084	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7715084/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7715084/pdf/noaa222.pdf	Full SNO 2020 Abstracts PDF		
8888								10.1098/rstb.2000.0545	10703040.0	PMC1692714	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1692714/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1692714/pdf/10703040.pdf	Brain structure-function relationships: advances from neuroinformatics.		
8959								10.1016/j.nec.2011.07.010	21939841.0	PMC3190668	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3190668/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3190668/pdf/nihms-320874.pdf	Electrical Stimulation for Epilepsy: Experimental Approaches		
8991								10.1177/2398212817705279		PMC7545776	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7545776/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7545776/pdf/10.1177_2398212817705279.pdf	BNA 2017 Festival of Neuroscience: Abstract Book		
9002								10.1038/npp.2017.266		PMC5719067	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5719067/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5719067/pdf/npp2017266a.pdf	ACNP 56th Annual Meeting: Poster Session III; December 6; 2017		typeentrez-nucleotide;attrstextU;termid;termtextU
9005				N		D		10.1073/pnas.97.10.5019	10805761.0	PMC33979	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC33979/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC33979/pdf/pq005019.pdf	Microcolumns in the cerebral cortex		
9021								10.1016/j.jpsychires.2018.02.002	29567510.0	PMC5889741	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5889741/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5889741/pdf/nihms942086.pdf	The Effects of Early Life Stress on Reward Processing		
9067								10.1177/0271678x19851020	31265794.0	PMC6610574	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6610574/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6610574/pdf/10.1177_0271678X19851020.pdf	Poster Viewing Sessions PB01-B01 to PB03-V09		
9247								10.1007/s11307-021-01691-0	34982363.0	PMC8725637	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8725637/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8725637/pdf/11307_2021_Article_1691.pdf	Proceedings of the World Molecular Imaging Congress 2020; October 7-9; 2020: General Abstracts		
9291						D		10.1136/jnnp.56.2.221	8437015.0	PMC1014831	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1014831/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1014831/pdf/jnnpsyc00475-0101.pdf	Contralateral selective saccadic palsy after a small haematoma in the corona radiata adjacent to the genu of the internal capsule.		
9297								10.1007/s00259-009-1236-4		PMC7079949	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7079949/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7079949/pdf/259_2009_Article_1236.pdf	Oral Presentations_Tuesday		
