INDEX	TT?(Y/N/MB/NA)	MACAQUE?(Y/N/MB/NA)	TC_OR_CT?(Y/N/MB/NA)	RELEVANT?(Y/N/MB/NA)	REVIEW(Y/N)	READ_BY(A/D/R)	COMMENT	DOI	PMID	PMCID	FULL_TEXT_URL	PDF_URL	TITLE	ABSTRACT	KEYWORDS
2967	N			N		D									
746	N			N		D	central thalamic deep brain stimulation								
3611	N			N		A	Book chapter, full text not available	World Macaque Monkeys; Capuchins; Calcium-binding Protein Calbindin; Squirrel Monkey; Parvalbumin;							
3618	N			N		D									
1118								LATERAL GENICULATE-NUCLEUS; METABOTROPIC GLUTAMATE RECEPTORS; THRESHOLD CALCIUM SPIKES; CAT VISUAL-CORTEX; NITRIC-OXIDE; ELECTROPHYSIOLOGICAL PROPERTIES; FIELD PROPERTIES; MACAQUE MONKEY; SIMPLE CELLS; NEURONS							
3154	N	Y		N		A	Optic chiasm (nerve), not thalamus								
4350								multisynaptic route; pulvinar; rabies virus; superior colliculus; temporal visual cortex							
1352			N	N		D		SUPERIOR TEMPORAL SULCUS; INFEROTEMPORAL AREA TE; SLOW AXONAL-TRANSPORT; PRIMATE BASAL GANGLIA; CAT VISUAL-CORTEX; TRANSNEURONAL TRANSPORT; CROSS-CORRELATION; GLOBUS-PALLIDUS; SQUIRREL-MONKEY; RHESUS-MONKEY							
2872			N	N		D	Callosal connections of the parabelt auditory cortex								
943								Neural basis of behavior; Learning and memory systems and functions; Amnesia; Memory; Thalamus;							
1471			N	N		D	thalamus not involved	MOVEMENT-RELATED ACTIVITY; THALAMIC RELAY NUCLEI; BASAL GANGLIA; CORTICAL CONNECTIONS; FRONTAL-LOBE; CORTICOSPINAL PROJECTIONS; LATERAL SURFACE; INFERIOR AREA-6; ORGANIZATION; NEURONS							
2514				N		R	Distribution of neuropeptides	Neuropeptide; Monkey; Thalamus; Afferent innervation;				N		R	Distribution of neuropeptides
674				N		R	atlasing paper					N		R	atlasing paper
393															
10471															
1440	N			N		D	macaque, fMRI, not TT	VISUAL RESPONSE PROPERTIES; SUPERIOR COLLICULUS; AREA MT; STRIATE CORTEX; MACAQUE MONKEY; GANGLION-CELLS; AFFERENT BASIS; PROJECTION; NEURONS; ACTIVATION	N			N		D	macaque, fMRI, not TT
336	N			N		D		amnesia; decision-making; dysfunction; learning; monkey; orbitofrontal cortex; prefrontal cortex							
1814								LATERAL GENICULATE-NUCLEUS; MACAQUE STRIATE CORTEX; CYTOCHROME-OXIDASE; GANGLION-CELL; PARVOCELLULAR CONTRIBUTIONS; RHESUS-MONKEY; LAYER 4B; AREA V4; RETINA; NEURONS							
1832								thalamus; visual cortex; primate; human; superior colliculus; vision							
3239															
2253		N		N		D	Cat	AREA-17; OCULAR DOMINANCE COLUMNS; ORIENTATION COLUMNS; MAPS; [H-3]PROLINE; OCULAR DOMINANCE COLUMNS; ORIENTATION COLUMNS; STRIATE CORTEX; MACAQUE MONKEY; TOPOGRAPHIC ORGANIZATION; INTRINSIC CONNECTIONS; CORTICAL AREAS; FLAT-MOUNTS; SYSTEM; DEOXYGLUCOSE							
458								Proopiomelanocortin; β-Endorphin; ACTH; K fragment; Rhesus monkey; Brain; Immunocytochemistry;							
184								VPL; thalamus; primate; active touch; texture;							
10856															
1585		N		N		D	squirrel monkeys	frontal eye field; intracortical microstimulation; lateral intraparietal cortex; neuronal tracers; optical imaging;							
2183								MACAQUE STRIATE CORTEX; BROAD-BAND CHANNELS; REVERSIBLE INACTIVATION; INTRINSIC CONNECTIONS; GANGLION-CELLS; COLOR-OPPONENT; LAMINA 4C; PERCEPTION; VISION							
3576				N		D	not about connectivity								
7549								claustrum; primate; cortical networks; neuroanatomy; prefrontal							
2782	N			N		R	we induced overactivity of the motor thalamus by injecting bicuculline 					N		R	we induced overactivity of the motor thalamus by injecting bicuculline 
2836															
723	N			N		D	thalamic nuclei								
1162				N		D	Somatotopic organization of motor thalamus; abstract and hand-written,  I suspect there would be any useful information								
6792				N		A	Marmoset					N		A	Marmoset
1773	N			N		D		burst coupling; low beta burst; MPTP; nonhuman primate; Parkinsons disease; temporal dynamics							
2936															
10756															
2971	N			N		D									
3780															
3657	N			N		D		premovement slow cortical potential; muscle force; monkey;							
4063	Y	Y		Y		D									
344	N	Y		N		A									
417		N		N		D	owl monkeys								
295															
1672								development; neurofilaments; thalamocortical; callosal; transcortical; HUMAN CEREBRAL-CORTEX; HUMAN VISUAL-CORTEX; MEDIAL GENICULATE AXONS; CAJAL-RETZIUS NEURONS; HUMAN STRIATE CORTEX; LAYER-I; CORPUS-CALLOSUM; POSTNATAL-DEVELOPMENT; RHESUS-MONKEY; PRENATAL DEVELOPMENT							
2541															
518								Monkey; Thalamus; Motor cortex;							
562	Y	Y	Y	N		D/A	TT, projection from the central complex of the thalamus to the sensorimotor striatal territory in monkeys; seems cortex not involved		Y	Y	Y	N		D/A	TT, projection from the central complex of the thalamus to the sensorimotor striatal territory in monkeys; seems cortex not involved
63	Y	Y	N	N		A	Cerebellum	Cerebellothalamic projection; Neuronal circuits; Ultrastructure; Synapse; Monkey;							
1982								SYNAPTIC RESPONSES; MOTOR CORTEX; NEOCORTICAL NEURONS; MACAQUE MONKEYS; ELECTROPHYSIOLOGICAL PROPERTIES; FIRING PATTERNS; CORTICAL-CELLS; GLABROUS SKIN; RAT NEOCORTEX; DEEP LAYERS							
226			N	N		D	Topographic intermingling of striatonigral and striatopallidal neurons								
3051	N			N		D	lesion	primates; enucleation; striate cortex; lateral geniculate nucleus; cytochrome oxidase;							
2685															
456															
154								Thalamus; Motor nuclei; Synaptology; Nigral afferents; Cerebellar afferents; Immunocytochemistry; Neuronal circuits;							
791				MB		D	Brainstem innervation of prefrontal and anterior cingulate cortex; seems thalamus not involved								
2677			N	N		D	Spinothalamic cell activity								
1378								DISTURBANCE FOLLOWING INFARCTION; PARAMEDIAN THALAMIC INFARCTION; LEFT DORSOMEDIAL NUCLEUS; RHESUS-MONKEY; KORSAKOFFS SYNDROME; PREFRONTAL CORTEX; BASAL FOREBRAIN; MEMORY SYSTEM; LESIONS; PROJECTIONS							
1234								CYNOMOLGUS; MACAQUE; VISUAL LEARNING; VENTRAL STRIATUM; VENTROMEDIAL PREFRONTAL CORTEX; MEDIODORSAL NUCLEUS OF THE THALAMUS; MONKEYS; CORTEX; DISCONNECTION; ORGANIZATION; PROJECTIONS; NUCLEUS							
1242	Y	Y	N	N		A	Cortico-cortical only	auditory cortex; pathways; rhesus; SMI-; temporal lobe							
3705															
2431															
3799	N			N		D									
3291		N		N		A	Galago	galago; greater galago; parallel pathways; ocular dominance columns; columnar organization; CO blobs							
2638				N		D		DBS; GPi; Non-human primate; Parkinsons disease; Motor thalamus				N		D	
1455								UNCINATE FASCICLE SECTION; CORTEX; CONNECTIONS; REWARD; VISUALIZATION; DEPRESSION; CIRCUITRY; NONHUMAN; PATHWAYS; THALAMUS							
2955															
5697								binocular vision; binocular combination; binocular integration; lateral geniculate nucleus; neurophysiology							
1289								MEDIAL PREFRONTAL CORTEX; RHOMBOID NUCLEI; HIPPOCAMPAL-FORMATION; REUNIENS; PROJECTIONS; INTRALAMINAR; CONNECTIVITY; MACAQUE; MONKEY; RAT							
1675								SUPERIOR TEMPORAL SULCUS; INTRINSIC FUNCTIONAL CONNECTIVITY; DIFFUSION TENSOR TRACTOGRAPHY; CORTICO-CEREBELLAR SYSTEM; PREFRONTAL CORTEX; HUMAN BRAIN; STREAMLINES TRACTOGRAPHY; FIBER ORIENTATION; MRI TRACTOGRAPHY; RHESUS-MONKEY							
3200								Striate cortex; Contrast gain; LGN; Macaque monkey; Vision;							
1132	N			N		D									
423	Y	Y	N	N		A	Cortico-cortical only								
2474	N			N		D		Response timing; Magnocellular; Parvocellular; Sustained; Transient;							
467				Y		D	Single axon analysis of pulvinocortical connections to several visual areas								
316						D									
1802								CINGULATE; RETROSPLENIAL; CONNECTIONS; CAT; AUDITORY ASSOCIATION AREAS; CEREBRAL-CORTEX; RHESUS-MONKEY; THALAMIC AFFERENTS; EYE-MOVEMENTS; LIMBIC CORTEX; FRONTAL-LOBE; PHYSIOLOGICAL-PROPERTIES; FUNCTIONAL-ORGANIZATION; AMYGDALOID COMPLEX							
3252	Y	Y	N	N		A	Optic tract injections								
1935								orientation selectivity; posterior thalamus; prestriate cortex; primate; visual system; CAT VISUAL-CORTEX; FUNCTIONALLY CHARACTERIZED SITES; GABA-INDUCED INACTIVATION; MACAQUE MONKEY; STRIATE CORTEX; DIRECTION SELECTIVITY; VISUOTOPIC ORGANIZATION; REVERSIBLE INACTIVATION; ORIENTATION SELECTIVITY; SPATIAL ATTENTION							
1345								Hand motor control; Limbic system; Gustatory cortex; Premotor cortex;							
2049								SPINY STELLATE NEURONS; CATS STRIATE CORTEX; HORIZONTAL CONNECTIONS; PYRAMIDAL CELLS; INTRINSIC CONNECTIONS; LATERAL INTERACTIONS; MACAQUE MONKEY; SELECTIVITY; MECHANISMS; NEOCORTEX							
149								dopamine beta-hydroxylase; prefrontal cortex; schizophrenia; tyrosine hydroxylase; DA; dopamine; DAB; ;-diaminobenzidine; DAT; dopamine membrane transporter; DBH; dopamine beta-hydroxylase; IR; immunoreactive; MD; mediodorsal thalamic nucleus; NDS; normal donkey serum; NE; norepinephrine; NGS; normal goat serum; PBS; phosphate-buffered saline; PFC; prefrontal cortex; SN; substantia nigra; TH; tyrosine hydroxylase;							
104	N			N		D	lesion								
297															
51	N			N		D	the same article								
1178	N			N		D	the same article								
3103															
3052								Serotonin-immunoreactive nerve fibers; Lateral geniculate nucleus; Immunohistochemistry; Rat; Cat; Monkey Macaca fuscata;							
1759								Cerebral cortex; Supplementary motor area; Presupplementary motor area; Monkey; Single-cell activity; Motor control; Temporal sequence;							
75								plasticity; dorsal rhizotomy; transneuronal atrophy; dorsal column nuclei; ventral posterior lateral nucleus; stereology							
251				Y	Y	D	seems very good review	neuroanatomy; brain network; network analysis; structural; functional							
296	Y	Y		Y		D	Thalamocortical connections of the PMC	consciousness; default mode of brain function; emotion; posterior cingulate; precuneus							
3565															
2757	N			N		D		BSA; bovine serum albumin; HRP; horseradish peroxidase; LGN; dorsal lateral geniculate nucleus;							
1815	Y	Y	Y	Y	Y	D	Rats, Monkeys and Humans; looks like a review; RB: even though it might be a review, I'd count this one in.	MIDBRAIN PERIAQUEDUCTAL GRAY; MEDIODORSAL THALAMIC NUCLEUS; MACAQUE MONKEYS; RHESUS-MONKEY; FRONTAL-CORTEX; CORTICAL PROJECTIONS; AFFERENT CONNECTIONS; ORBITOFRONTAL CORTEX; TOPOGRAPHICAL ORGANIZATION; EFFERENT PROJECTIONS	Y	Y	Y	Y		D	Rats, Monkeys and Humans; looks like a review; RB: even though it might be a review, I'd count this one in.
1208								SOMATOSTATIN; GLUTAMIC ACID DECARBOXYLASE; IMMUNOCYTOCHEMISTRY; THALAMIC RETICULAR NUCLEUS; PRIMATE; GLUTAMIC-ACID DECARBOXYLASE; LATERAL GENICULATE-NUCLEUS; BRAIN-STEM CORE; NON-CHOLINERGIC NEURONS; IMMUNOCYTOCHEMICAL LOCALIZATION; PERIGENICULATE NUCLEUS; EFFERENT CONNECTIONS; CORTICAL CONNECTIONS; GABAERGIC NEURONS; MACAQUE MONKEY							
412															
8674	N			N		D		second-order spinal cord pathway; cuneate nucleus; dorsal column lesion; cortical reactivation; lateral funiculus							
3010															
997	N	Y		N		D	cortical and subcortical connections; using PDT	MESENCEPHALIC LOCOMOTOR REGION; DEEP BRAIN-STIMULATION; CENTRAL-NERVOUS-SYSTEM; TEGMENTAL NUCLEUS; SQUIRREL-MONKEY; EXPERIMENTAL PARKINSONISM; MESOPONTINE TEGMENTUM; HUMAN THALAMUS; BASAL-GANGLIA; PROJECTIONS	N	Y		Y		D	cortical and subcortical connections; using PDT
1657			N	N		D	multisynaptic projections from the prefrontal cortex to the primary motor cortex (MI); thalamus not involved	prefrontal cortex; primary motor cortex; cortical motor-related areas; somatotopy; basal ganglia; cerebellum							
3699								cerebellar-thalamo-cortical; high-frequency stimulation; cerebellar ataxia; non-human primates; noise correlation; motor timing; inter-joint coordination;							
4214															
3176								calcium-binding proteins; basal ganglia; brainstem tegmentum; primate; chemical neuroanatomy; BDHC; benzidine dihydrochloride; CB; Calbindin-Dk; ChAT; choline acetyltransferase; DAB; ;-diaminobenzidine; IgG; immunoglobulin G; IR; immunoreactive; LDT; laterodorsal tegmental nucleus; PB; phosphate buffer; PBS; phosphate-buffered saline; PPN; pedunculopontine nucleus;							
1130	Y	Y	N	N		A	Corticospinal, not thalamus	primary motor cortex; spinal cord; primate; rat; marmoset; dexterous movement; LATERAL GENICULATE-NUCLEUS; PRIMARY MOTOR CORTEX; EXCITATORY NEURONS; PYRAMIDAL NEURONS; GENE-EXPRESSION; RHESUS-MONKEY; VISUAL-CORTEX; MESSENGER-RNA; FRONTAL-LOBE; IN-VITRO							
206				Y		D	Subcortical projections could be traced within the forebrain to the putamen, caudate nucleus, claustrum, zona incerta, field H of Forel and a number of thalamic nuclei…								
2025								MOTOR CORTEX; BASAL GANGLIA; CEREBELLUM; AXONAL TRANSPORT; CEBUS-APELLA; MACACA-FASCICULARIS; MACAQUE MONKEY; CORTICOPONTINE PROJECTION; MOLECULAR EPIDEMIOLOGY; NEURONAL TRANSFER; ARCUATE PREMOTOR; PRECENTRAL GYRUS; GLOBUS PALLIDUS; CEREBRAL-CORTEX; BASAL GANGLIA							
2155								anterograde tracer; emotion; hypothalamus; anterior cortical amygdalar nucleus; PHASEOLUS-VULGARIS-LEUKOAGGLUTININ; ACCESSORY OLFACTORY-BULB; HAMSTER SEXUAL-BEHAVIOR; AFFERENT CONNECTIONS; STRIA TERMINALIS; EFFERENT PROJECTIONS; PREFRONTAL CORTEX; SOLITARY TRACT; RHESUS-MONKEY; BED NUCLEUS							
1299				MB		D	Anatomical inputs to sulcal portions of areas 9m and 8Bm	retrograde tracer; labeled cell bodies; connections; area m; area Bm							
645	Y	Y	N	N		A	Amygdala and Hippocampus	Amygdala; Hippocampus; Forebrain; Macaque;							
490								mediodorsal thalamus; strategy; episodic memory; amnesia; monkey; prefrontal cortex							
6733								blindsight; lesion; LGN; marmoset; plasticity; primate							
1902								EXCITATORY AMINO ACID; GAMMA-AMINOBUTYRIC ACID; SPINAL CORD; PAIN; ULTRASTRUCTURE; COLLOIDAL GOLD; MONKEY; SPINAL DORSAL HORN; EXCITATORY AMINO-ACIDS; PRIMARY AFFERENT; SUBSTANCE-P; REACTION-PRODUCT; NEURONS; RAT; ASPARTATE; CORD; PROJECTIONS							
1081								thalamus; mediodorsal nucleus; MRI;							
3130								Parkinsonism; Experimental model; Lesion; Tremor; Thalamus; VL; Biochemistry; Histochemistry; L-Dopa; Dopamine;							
1154				N		R	Human thalamus	benzodiazepine; imaging; microglia; pain; plasticity; rehabilitation; ADULT MACAQUE MONKEYS; SOMATOSENSORY CORTEX; BRAIN-STEM; MICROGLIAL ACTIVATION; IN-VIVO; BINDING; BENZODIAZEPINE; CONNECTIONS; PLASTICITY; DISEASE				N		R	Human thalamus
711								Prelunate gyrus; Superior temporal sulcal cortex; Middle temporal area; Medial superior temporal area; Superior colliculus; Lateral terminal accessory optic nucleus; Dorsolateral basilar pontine nucleus; Zona incerta; Pregeniculate nucleus; Saccadic eye movements; Smooth-pursuit eye movements; Pupillary constriction;							
339															
4398								neocortex; development; subplate; connectivity; plasticity; pathology; review							
3552	N			N		D	cat;	GAP-; SCG; LGN; macaque monkey; growth-associated protein; koniocellular; GABA; monocular deprivation; in situhybridization; activity-dependent regulation	N			N		D	cat;
3685															
1514				N		D		BASAL GANGLIA; PROJECTION NEURONS; CORTICOSTRIATAL PROJECTIONS; CORTICAL CONNECTIONS; PYRAMIDAL NEURONS; RHESUS-MONKEY; MOTOR CORTEX; MOUSE-BRAIN; RAT; INNERVATION				N		D	
764	N			N		D	thalamic lesions upon cerebellar dyskinesia…								
10274															
2333				N		D	german; not relevant anyway	MONKEYS MACACA-FASCICULARIS; BRAIN-STEM; THALAMIC ASTASIA; SPATIAL NEGLECT; ROLL PLANE; CORTEX; NYSTAGMUS; LESIONS; HEMISPHERE; INFARCTION				N		D	
3033								LGN; macaque; pathways; retinotopy; visual cortex							
1413	N			N		D		thalamus; prefrontal cortex; working memory; schizophrenia; neurodevelopment; attention							
1386			N	N		D	spinothalamic tract (STT) axons	Spinothalamic; anterolateral cordotomy; pain; lamina I; monkey;							
4699				N		D		gene therapy; AAV vectors; CNS disorders; non-human primate; capsid modification; brain; spinal cord; transduction; viral vector; nervous system				N		D	
2465															
676	Y	Y	N	N		A	Pons 	primary motor cortex; supplementary motor area; presupplementary motor area; premotor cortex; frontal eye field; motor control; ABC; avidinbiotinperoxidase complex; BDA; biotinylated dextran amine; FEF; frontal eye field; GPi; internal segment of the globus pallidus; ICMS; intracortical microstimulation; MI; primary motor cortex; PBS; phosphate-buffered saline; PMd; dorsal division of the premotor cortex; PMv; ventral division of the premotor cortex; PPN; pedunculopontine tegmental nucleus; pre-SMA; presupplementary motor area; SMA; supplementary motor area; SNc; substantia nigra pars compacta; SNr; substantia nigra pars reticulata; STN; subthalamic nucleus; TMB; tetramethylbenzidine; WGA-HRP; wheat germ agglutininconjugated horseradish peroxidase;							
8358															
2078								amygdala; orbital cortex; medial prefrontal cortex; periaqueductal gray; hypothalamus; fear; MEDIAL PREFRONTAL CORTEX; CORTICAL AFFERENT CONNECTIONS; POSTERIOR CINGULATE CORTEX; MACAQUE MONKEYS; ORBITOFRONTAL CORTEX; ARCHITECTONIC SUBDIVISION; AMYGDALOPETAL PROJECTIONS; EXCITOTOXIC LESIONS; MACACA-FASCICULARIS; MAJOR DEPRESSION							
3053	N	Y		N		A									
3142								nucleus reticularis thalami; topical organization; monkey; cat;							
2571								Primate; Hyperalgesia; Microiontophoresis; Glutamate; Aspartate; Dorsal horn; Spinal cord;							
888															
3855	N	Y	N	N		A	ephys, inactivation of V1 and LGN/M								
1272								Feline; Hypothalamus; LH-RH; Mesencephalon; Pons; Thalamus;							
3709				N		R	tree shrew, not macaque	Butyrylcholinesterase; Cholinesterase; Lateral geniculate nucleus; Tree shrew; Retinal projections;				N		R	tree shrew, not macaque
1346								Motor systems and sensorimotor integration; Oculomotor systems; Retinal afferents; Subcortical; Thalamus; Ventral lateral geniculate nucleus; Vision; cp; Cerebral peduncle; LGNd; Dorsolateral geniculate nucleus; LGNv; Ventral lateral geniculate nucleus; MST; Medial superior temporal cortex; MT; Middle temporal cortex; NOT; Pretectal nucleus of the optic tract nPH nucleus prepositus hypoglossi; NRTP; Nucleus reticularis tegmenti pontis; PAG; Periaqueductal grey; PrGC; Pregeniculate complex; SC; Superior colliculus; SGI; Stratum griseum intermediale; SGP; Stratum griseum profundum; SGS; Stratum griseum superficiale; SO; Stratum opticum; SR; Saccade-related; TRN; Thalamic reticular nucleus; ZI; Zona incerta;							
1175								delay-period activity; information transformation; monkey; spatial working memory; thalamic mediodorsal nucleus; POPULATION VECTOR ANALYSIS; FRONTAL EYE FIELD; WORKING-MEMORY; PREFRONTAL CORTEX; RHESUS-MONKEY; NUCLEUS; LOBE; ORGANIZATION; PROJECTIONS; EFFERENTS							
1586	N	N	Y	N		D	review, pulvinar and visual associated cortex, might include articles of our interest	visual system; development; thalamus; hemianopia; blindsight; infants; pulvinar	N	N	Y	N		D	review, pulvinar and visual associated cortex, might include articles of our interest
2260								ANTERIOR PRETECTAL NUCLEUS; NUCLEUS OF THE OPTIC TRACT; OPTOKINETIC NYSTAGMUS; VISUAL CORTEX; ANTEROGRADE TRACING; ACCESSORY OPTIC-SYSTEM; DORSAL TERMINAL NUCLEUS; HORIZONTAL OPTOKINETIC NYSTAGMUS; VISUAL RESPONSE PROPERTIES; SUPERIOR TEMPORAL SULCUS; TOPOGRAPHIC ORGANIZATION; SUBCORTICAL PROJECTIONS; QUANTITATIVE-ANALYSIS; BEHAVING PRIMATE; MACAQUE MONKEYS							
18															
2433															
710								amygdala; emotion; orbitofrontal cortex; prefrontal cortex; primate; thalamus							
818															
2180								area 17; 18; cat; electrophysiology; extracellular spike waveform; receptive field; visual cortex; MACAQUE V1; PHYSIOLOGICAL-PROPERTIES; ORIENTATION SELECTIVITY; INHIBITORY INTERNEURONS; BINOCULAR INTERACTION; POTASSIUM CHANNEL; PYRAMIDAL NEURONS; ACTION-POTENTIALS; SPATIAL STRUCTURE; THALAMIC INPUTS							
1190	N			N		D		nicotinic acetylcholine receptors; PET; nifene							
3446															
49	Y	Y	Y	Y	Y	D	review; we will analyze their cortical and thalamic inputs thanks to retrograde neuronal tracers separately injected into the SPL areas V6, V6A, PEc, and PE. These areas receive visual and somatosensory information distributed in a caudorostral, visuosomatic trend, and some of them are directly connected with the dorsal premotor cortex	Dorsal visual stream; Sensorimotor integration; Goal-directed arm movement; Area V; Area VA; Area PEc	Y	Y	Y	Y		D	review; we will analyze their cortical and thalamic inputs thanks to retrograde neuronal tracers separately injected into the SPL areas V6, V6A, PEc, and PE. These areas receive visual and somatosensory information distributed in a caudorostral, visuosomatic trend, and some of them are directly connected with the dorsal premotor cortex
1695	Y	Y	N	N		A	V1 to V5 (MT), no thalamus	visual cortex; area MT; corticocortical; synapse morphology; postsynaptic target; -D reconstruction							
2310								FRONTAL EYE FIELDS; RHESUS-MONKEY; HORSERADISH-PEROXIDASE; CORTICOPONTINE PROJECTION; TRANSNEURONAL TRANSPORT; CEREBELLAR CONTRIBUTION; PREFRONTAL CORTEX; ARCUATE PREMOTOR; THALAMIC INPUTS; CEREBRAL-CORTEX							
2379								Orbital Cortex; Ventrolateral Prefrontal Cortex; Olfaction; Taste; Visceral Afferents; Vision; Somatic Sensation; Audition; Multimodal Integraton;							
3873															
426															
2761															
879								Auditory cortex; Macaque monkey; Human; Neurophysiology; Neuroanatomy; Neuroimaging; Communication sounds; Speech processing; Auditory space;							
3553								visually initiated hand movement; premovement cortical potentials; cerebro-cerebellar interaction; motor learning; monkey;							
361								Cognition; Anatomy; Connections; Fiber tracts; Distributed neural systems							
3674															
3649															
3710								Vitamin B; Mesencephalon; Antibodies; Thalamus; Immunocytochemistry;							
2219								frontal cortex; marmoset; connectivity; evolution; motor control; POSTERIOR PARIETAL CORTEX; IPSILATERAL CORTICAL CONNECTIONS; PRESUPPLEMENTARY MOTOR AREA; COMPARATIVE CYTOARCHITECTONIC ANALYSIS; MIDDLE TEMPORAL AREA; INJURED SPINAL-CORD; WORLD OWL MONKEYS; MACAQUE MONKEY; CALLITHRIX-JACCHUS; PREFRONTAL CORTEX							
3182						D		neuroprotection; transsynaptic degeneration; neurodegeneration; glutamate; NMDA							
780	N	Y	N	N		A	Cerebellum, lesion								
36	MB	Y		N		A	really old methods, not sure if it can be considered								
10483	N	Y		N		A	Lesion								
8002			N	N		D	Corticostriatal and Corticoamygdalar Projections	macaque monkey; inferotemporal cortex; area TE; column; striatum; amygdala; perirhinal cortex; corticostriatal projection; corticoamygdalar projection; PHA-L; single axon; axon collaterals; arbor							
1690								Primate; Visual pathways; Horseradish peroxidase; Thalamus;							
457	N			N		D									
3455															
3032						D									
10696															
524						D		Thalamus; Basal ganglia; Striatum; Globus pallidus; Substantia nigra; Rat; Cat; Monkey;							
4110			N	N		D	corticostriatal	basal ganglia; layer VI; motor control; primates; striatal input channels; striatum							
2264	N			N		R	review; special issue of Hearing Research 	Auditory cortex; Multisensory; Neuroanatomy; Somatosensory; Oscillations; SUPERIOR TEMPORAL PLANE; MEDIAL BELT REGIONS; MACAQUE MONKEY; CORTICAL CONNECTIONS; RHESUS-MONKEY; VISUAL SPEECH; THALAMOCORTICAL CONNECTIONS; AUDIOTACTILE INTERACTION; SOMATOSENSORY INPUT; EVOKED RESPONSES	N			N		R	review; special issue of Hearing Research 
3625	Y	Y	Y	Y		R	injection in LGN	CO blobs; striate cortex; koniocellular; magnocellular; parvocellular; electron microscopy	Y	Y	Y	Y		R	injection in LGN
655															
1824								PRIMATE; EXCITATORY AMINO ACID RECEPTORS; AUTORADIOGRAPHY; QUANTITATIVE RECEPTOR AUTORADIOGRAPHY; AMINO-ACID NEUROTRANSMITTERS; SUBTHALAMIC NUCLEUS NEURONS; CENTRAL NERVOUS-SYSTEM; RAT CEREBRAL-CORTEX; BASAL GANGLIA; TRANSMITTER CANDIDATES; PAPIO-PAPIO; GLUTAMATE; ASPARTATE							
3215								eye-specific; retinogeniculate; visual system; primate; dLGN; axon guidance							
1278								Basal ganglia; Globus pallidus; Ventral thalamus; vGlut; GAD; GABA; Glutamate; Dyskinesia; Parkinsons disease;							
2922	N			N		D		Receptor plasticity; Primate visual system; Monocular deprivation;							
1637								LATERAL GENICULATE-NUCLEUS; ADJACENT THALAMIC NUCLEI; CAT SUPERIOR COLLICULUS; VISUAL AREAS; MACAQUE MONKEY; RHESUS-MONKEY; CORTICOCORTICAL CONNECTIONS; AFFERENT CONNECTIONS; CALLOSAL CONNECTIONS; EXTRASTRIATE AREAS							
304			N	N		D	the dorsolateral prefrontal cortex is connected with the hippocampal formation and associated cortical regions by two distinct pathways	CA; Ammons horn; FB; Fast Blue; HRP; horseradish peroxidase; NY; Nuclear Yellow; PS; principal sulcus; TMB; tetramethylbenzidine;							
3720	N			N	Y	D	book chapter								
1934								auditory cortex specializations; cortical organization; evolution; V							
431															
3007															
353			N	N		D	corticospinal projection								
3585															
7073						D									
7147								visual system; superior colliculus; visual cortex; thalamus							
2126								blindsight; lateral geniculate nucleus; monkey; pulvinar; saccadic eye movement							
2492	Y	Y	Y	N		A	Areas 3b and 1 injected; D: intracortical connections								
279															
1699								pulvinar; primate; cognitive disorders							
303	Y	Y	N	N		D/R	contains connections from pallidum to thalamus, seems cortex areas are not involved		Y	Y	N	N		D/R	contains connections from pallidum to thalamus, seems cortex areas are not involved
1920								Medial geniculate; Core; Belt; Parabelt; Prefrontal;							
6599								basal ganglia; hyperdirect pathway; information processing; immunotoxin; lentivirus; vectors; gene transfer; primates							
2135								blindsight; monkeys; RRID: AB_2187552; RRID: AB_10000347; retina; rodents; superior colliculus; thalamus; tree shrews; visual cortex; MIDDLE TEMPORAL AREA; SQUIRREL SCIURUS-CAROLINENSIS; GLUTAMATE TRANSPORTERS 1; INFERIOR PULVINAR; SUPERIOR COLLICULUS; NEW-WORLD; ARCHITECTONIC SUBDIVISIONS; STRIATE CORTEX; MACAQUE MONKEY; SUBCORTICAL PROJECTIONS							
3258				N		D						N		D	
10130															
2671	N	N	N	N		D/R			N	N	N	N		D/R	
175								AChE; acetylcholinesterase; GAD; glutamate decarylase; HRP; horseradish peroxidase; iso-OMPA; N;N-bis-methylethylpyrophosphoroiodiamidic anhydride;							
6882						D		Paraventricular nucleus; Arcuate nucleus; Dorsomedial nucleus; Preoptic area; Supraoptic decussations; Hypothalamic deafferentation							
2272						D		amygdala; autonomic; inhibitory influence; intercalated nuclei; hypothalamus; MEDIAL PREFRONTAL CORTEX; MEDIODORSAL THALAMIC NUCLEUS; ENDURING MEMORY IMPAIRMENT; RHESUS-MONKEY; CORTICAL PROJECTIONS; BASOLATERAL AMYGDALA; MACAQUE MONKEY; TOPOGRAPHIC ORGANIZATION; GABAERGIC PROJECTION; INSULAR CORTICES							
2977				N		D						N		D	
14								mediodorsal nucleus; anterior nucleus; neurodevelopment; schizophrenia							
695				N		D						N		D	
2602						D		Nucleus ventralis intermedius Vim; Vim thalamotomy; Kinesthetic neurons; Human thalamus; Monkey thalamus; VPLo nucleus; Large neuron; Neural noise; Tremor;							
3443															
